,ox_state,tot_lig_charge,misc-dent-ax,misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
cr_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_5,2,0,1.0,1.0,92.0634,138.51599999999996,252.17899999999995,438.5999999999999,1944.0,2688.0,4920.0,4800.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,10.3977,20.2664,31.858600000000006,42.657999999999994,18.3361,17.543999999999997,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,6.5024999999999995,8.771999999999998,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,-0.8900000000000001,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,2.7556,25.398,28.552,0.0,576.0,864.0,1920.0,0.0,6.0,0.0,72.0,36.0,0.0,1.6129,5.8674,7.035800000000001,0.0,-5.339999999999999,-7.240000000000001,0.0,108.0,64.0,0.0,24.0,30.0,0.0,3.0,2.08,0.0
cr_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_misc-C-4-0_5,2,0,1.0,1.0,105.31670000000001,181.25399999999996,330.1688,448.5959999999999,2160.0,2892.0,5376.0,5544.0,17.0,32.0,56.0,68.0,88.0,212.0,238.0,200.0,11.938400000000003,23.608200000000004,36.318200000000004,48.7102,24.96275,38.913000000000004,41.0865,16.830000000000002,208.0,198.0,60.0,18.0,4.0,6.0,7.0,3.0,13.0,23.0,13.0,3.0,1.89615,2.7951,1.8360999999999998,0.8547,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,6.5024999999999995,7.1655,3.2512499999999998,8.415000000000001,36.0,69.0,18.0,9.0,1.0,0.5,1.5,1.0,1.5,2.0,1.5,0.5929,0.68145,0.29645,0.42735,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,-0.26000000000000023,0.0,0.5249999999999995,-5.5,0.0,7.5,-0.5,-1.5,0.0,-0.11499999999999999,0.0,0.6000000000000001,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,2.7556,25.398,26.4604,4.233,576.0,864.0,2088.0,144.0,6.0,1.0,72.0,42.0,24.0,1.6129,5.8674,7.4295,0.9779,-5.339999999999999,-5.98,-0.8899999999999999,108.0,57.0,18.0,24.0,29.0,2.0,3.0,1.77,0.5
cr_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_5,2,0,1.0,1.0,111.42340000000002,189.30560000000003,373.14760000000007,468.24319999999994,1948.0,2928.0,5044.0,5312.0,17.0,32.0,54.0,68.0,86.0,208.0,260.0,248.0,10.945300000000003,22.3424,34.157399999999996,46.25720000000001,28.016099999999998,39.983999999999995,39.952000000000005,0.0,102.0,120.0,34.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.3996,2.2638,1.3542,0.0,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,11.833599999999999,8.771999999999998,15.136000000000001,0.0,64.0,48.0,16.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5328999999999999,0.5621,0.5402,0.0,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,0.8900000000000001,2.4799999999999995,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.040000000000000036,0.72,0.0,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,2.7556,28.3528,25.5972,14.608,576.0,960.0,1824.0,96.0,6.0,4.0,72.0,60.0,24.0,1.6129,5.7658000000000005,7.1374,1.8796,-7.12,-5.46,-2.160000000000001,104.0,68.0,92.0,24.0,26.0,20.0,3.08,2.0,3.6
cr_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_imidazole-N-2-0_imidazole-N-2-0_5,2,0,1.0,1.0,170.09260000000003,350.79560000000004,636.442,870.3527999999997,2164.0,3508.0,6454.0,7240.0,27.0,56.0,98.0,140.0,154.0,412.0,630.0,660.0,15.048700000000007,34.05680000000001,56.2778,76.834,57.35070000000001,122.05699999999999,173.88520000000003,125.26800000000003,210.0,458.0,514.0,108.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.451299999999999,8.0702,10.3058,5.335399999999999,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,9.2416,15.504,30.369600000000005,13.376000000000001,49.0,84.0,105.0,14.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5625,1.155,1.6949999999999998,0.5549999999999999,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,0.9800000000000004,2.17,1.6799999999999997,2.0,13.0,12.0,-2.0,0.0,2.0,-0.040000000000000036,0.74,0.76,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,2.7556,27.0248,34.0632,33.1668,576.0,912.0,2112.0,720.0,8.0,8.0,84.0,96.0,96.0,1.6129,5.816599999999999,9.093200000000001,5.7404,-6.319999999999999,-7.239999999999999,-6.7,106.0,104.0,162.0,22.0,32.0,32.0,3.04,3.0,5.640000000000001
cr_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_ome2-O-0-0_ome2-O-0-0_5,2,0,1.0,1.0,163.14840000000004,314.15360000000015,633.9776000000002,800.4431999999995,2028.0,3216.0,5912.0,6608.0,27.0,52.0,98.0,128.0,150.0,376.0,562.0,688.0,13.226300000000009,29.1492,47.50020000000001,72.34800000000004,53.87860000000001,102.40799999999999,161.901,67.32000000000001,142.0,264.0,180.0,72.0,9.0,16.0,26.0,12.0,42.0,80.0,68.0,48.0,2.5400999999999994,5.667200000000002,6.069799999999999,3.4187999999999996,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,11.833599999999999,17.543999999999997,45.408,0.0,64.0,96.0,48.0,0.0,2.0,6.0,0.0,4.0,16.0,12.0,0.0,0.5328999999999999,1.1242,1.6206,0.0,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,1.7800000000000002,7.4399999999999995,0.0,4.0,42.0,0.0,-4.0,6.0,0.0,-0.08000000000000007,2.1599999999999997,0.0,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,2.7556,28.3528,34.0632,43.824000000000005,576.0,960.0,2112.0,288.0,8.0,12.0,84.0,120.0,72.0,1.6129,5.7658000000000005,9.093200000000001,5.6388,-7.12,-7.239999999999999,-6.480000000000001,104.0,104.0,276.0,22.0,28.0,60.0,3.08,3.0,10.800000000000002
cr_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_pyridine-N-3-0_cs-C-0-0_pyridine-N-3-0_5,2,0,1.0,1.0,187.29940000000002,384.9376000000002,687.7516000000002,1010.0551999999997,2212.0,3624.0,6586.0,7648.0,31.0,64.0,110.0,164.0,174.0,460.0,690.0,796.0,16.56910000000001,37.72080000000001,61.109399999999994,86.84519999999999,65.95410000000001,139.12800000000001,199.54,196.746,234.0,516.0,580.0,360.0,11.0,22.0,32.0,34.0,54.0,126.0,152.0,112.0,4.211499999999999,9.9022,12.721600000000002,10.290199999999999,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,9.2416,15.504,28.880000000000003,21.128,49.0,84.0,98.0,56.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1324999999999998,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,0.9800000000000004,2.66,2.17,2.0,14.0,13.0,-2.0,0.0,1.0,-0.040000000000000036,0.72,0.74,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,2.7556,27.0248,34.0632,31.540000000000003,576.0,912.0,2112.0,672.0,8.0,8.0,84.0,96.0,96.0,1.6129,5.8166,9.093200000000001,5.7912,-6.319999999999999,-7.239999999999999,-5.72,106.0,104.0,164.0,22.0,32.0,32.0,3.04,3.0,5.6000000000000005
cr_2_cs-C-0-0_cs-C-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_water-O-0-0_5,2,0,1.0,1.0,106.77310000000003,189.95040000000006,366.47339999999997,622.2936,1650.0,2688.0,4062.0,3864.0,16.0,30.0,54.0,90.0,84.0,228.0,300.0,222.0,8.9329,19.383599999999998,31.105199999999996,39.566399999999994,17.33625,21.715,4.840000000000001,0.0,179.0,112.0,1.0,0.0,2.5,3.0,1.0,0.0,4.0,5.0,1.0,0.0,1.22,1.3256000000000001,0.1369,0.0,17.33625,21.715,4.840000000000001,0.0,179.0,112.0,1.0,0.0,2.5,3.0,1.0,0.0,4.0,5.0,1.0,0.0,1.22,1.3256,0.1369,0.0,9.16805,10.8575,0.0,0.0,50.0,56.0,0.0,0.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.6628000000000001,0.0,0.0,9.16805,10.8575,0.0,0.0,50.0,56.0,0.0,0.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.6628,0.0,0.0,1.2249999999999996,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.235,0.0,0.0,1.2249999999999996,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.235,0.0,0.0,2.7556,29.8302,34.760400000000004,0.0,576.0,1008.0,1296.0,0.0,9.0,0.0,90.0,54.0,0.0,1.6129,5.715000000000001,6.7056000000000004,0.0,-8.01,-6.000000000000001,0.0,102.0,162.0,0.0,21.0,45.0,0.0,3.12,6.15,0.0
cr_2_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_hydroxyl-O-0-d1_cyanide-C-0-d1_hydroxyl-O-0-d1_5,2,-6,1.0,1.0,99.0792,148.99360000000001,297.0284,473.4015999999999,1046.0,2288.0,2768.0,2032.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,7.5741,17.232000000000003,26.673799999999996,28.2588,16.6736,15.136000000000001,0.0,0.0,65.0,16.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.6698,0.5402,0.0,0.0,15.7441,15.504,0.0,0.0,85.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1554,1.155,0.0,0.0,11.833599999999999,7.5680000000000005,0.0,0.0,64.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5328999999999999,0.2701,0.0,0.0,6.5024999999999995,7.752,0.0,0.0,36.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,1.2399999999999998,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,-0.4900000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,0.0,2.7556,28.3528,27.489600000000003,0.0,576.0,960.0,720.0,0.0,6.0,0.0,72.0,36.0,0.0,1.6129,5.7658000000000005,4.7498,0.0,-7.12,-6.6000000000000005,0.0,104.0,114.0,0.0,24.0,30.0,0.0,3.08,3.88,0.0
cr_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_SH2-S-0-0_5,2,0,1.0,1.0,159.1725,288.2936,591.8019999999999,641.0699999999999,1344.0,3352.0,4268.0,3520.0,24.0,46.0,76.0,90.0,122.0,288.0,396.0,490.0,9.9251,24.690400000000004,36.8074,45.138,22.17625,31.344,24.816000000000003,0.0,180.0,92.0,18.0,0.0,3.5,5.0,4.0,0.0,9.0,13.0,4.0,0.0,1.3569,1.8866999999999998,0.8140000000000001,0.0,28.016099999999998,39.983999999999995,39.952000000000005,0.0,102.0,120.0,34.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.3996,2.2638,1.3542,0.0,9.245,10.062000000000001,7.5680000000000005,0.0,160.0,40.0,8.0,0.0,1.5,1.0,0.0,2.5,3.5,1.0,0.0,0.78665,0.65845,0.2701,0.0,11.833599999999999,8.771999999999998,15.136000000000001,0.0,64.0,48.0,16.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5328999999999999,0.5621,0.5402,0.0,0.825,1.2399999999999998,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.63,0.36,0.0,0.8900000000000001,2.4799999999999995,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.040000000000000036,0.72,0.0,2.7556,32.8348,28.469,36.52,576.0,1344.0,768.0,240.0,7.0,10.0,78.0,102.0,60.0,1.6129,5.9309,5.8293,4.699,-9.82,-5.529999999999999,-5.400000000000001,88.0,136.0,230.0,23.0,25.0,50.0,2.95,4.3,9.000000000000002
cr_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_water-O-0-0_5,2,0,1.0,1.0,164.3497,298.71680000000003,621.386,663.0,1152.0,2936.0,3628.0,3040.0,24.0,46.0,76.0,90.0,122.0,288.0,396.0,490.0,9.4176,23.524600000000003,34.6904,42.904999999999994,24.76485,35.128,24.816000000000003,0.0,84.0,76.0,18.0,0.0,3.5,5.0,4.0,0.0,9.0,13.0,4.0,0.0,1.1031499999999999,1.6721,0.8140000000000001,0.0,28.016099999999998,39.983999999999995,39.952000000000005,0.0,102.0,120.0,34.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.3996,2.2638,1.3542,0.0,11.833599999999999,11.954,7.5680000000000005,0.0,64.0,32.0,8.0,0.0,1.5,1.0,0.0,2.5,3.5,1.0,0.0,0.5328999999999999,0.55115,0.2701,0.0,11.833599999999999,8.771999999999998,15.136000000000001,0.0,64.0,48.0,16.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5328999999999999,0.5621,0.5402,0.0,1.6849999999999998,1.2399999999999998,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.33999999999999997,0.36,0.0,0.8900000000000001,2.4799999999999995,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.040000000000000036,0.72,0.0,2.7556,34.2624,28.469,36.52,576.0,1152.0,768.0,240.0,7.0,10.0,78.0,102.0,60.0,1.6129,5.562600000000001,5.8293,4.699,-10.68,-5.529999999999999,-5.400000000000001,96.0,136.0,230.0,23.0,25.0,50.0,3.24,4.3,9.000000000000002
cr_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_phosphine-P-0-0_phosphine-P-0-0_5,2,0,1.0,1.0,153.45220000000003,277.9768,567.7090000000001,779.392,1440.0,3636.0,4726.0,3540.0,25.0,48.0,86.0,116.0,134.0,336.0,476.0,576.0,10.279900000000001,26.5632,41.54439999999998,51.739200000000004,19.316100000000002,28.908000000000005,29.040000000000006,0.0,228.0,90.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.5343000000000002,2.3531999999999997,0.8213999999999999,0.0,28.016099999999998,39.983999999999995,39.952000000000005,0.0,102.0,120.0,34.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.3996,2.2638,1.3542,0.0,4.7961,14.454,0.0,0.0,225.0,45.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.1236000000000002,1.1766,0.0,0.0,11.833599999999999,8.771999999999998,15.136000000000001,0.0,64.0,48.0,16.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5328999999999999,0.5621,0.5402,0.0,-0.030000000000000693,0.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,2.0700000000000003,0.0,0.0,0.8900000000000001,2.4799999999999995,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.040000000000000036,0.72,0.0,2.7556,30.1124,38.844,29.216000000000005,576.0,1488.0,720.0,192.0,10.0,8.0,96.0,108.0,48.0,1.6129,6.4008,6.731,3.7592,-8.18,-6.8,-4.320000000000001,82.0,210.0,184.0,20.0,42.0,40.0,2.58,7.400000000000001,7.200000000000001
cr_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_carboxyl-O-1-d1_carboxyl-O-1-d1_5,2,-2,1.0,1.0,301.5893999999999,644.9048000000001,1196.2223999999999,1563.0015999999994,1754.0,4544.0,7128.0,8728.0,45.0,96.0,162.0,228.0,258.0,688.0,1124.0,1392.0,19.012500000000017,49.042400000000015,80.0362,105.44599999999998,35.0097,50.22399999999999,34.8872,15.136000000000001,165.0,208.0,140.0,16.0,4.0,6.0,4.0,2.0,10.0,16.0,8.0,2.0,1.7955999999999999,2.7886000000000006,1.6355999999999997,0.5402,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,11.833599999999999,8.771999999999998,11.833599999999999,7.5680000000000005,64.0,48.0,64.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5328999999999999,0.5621,0.5328999999999999,0.2701,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,0.8900000000000001,0.0,1.2399999999999998,2.0,0.0,7.0,-1.0,-1.0,0.0,-0.040000000000000036,0.0,0.36,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,2.7556,34.2624,42.32999999999999,74.5008,576.0,1152.0,1440.0,1728.0,10.0,18.0,96.0,168.0,216.0,1.6129,5.562600000000001,9.779,13.436599999999999,-10.68,-8.899999999999999,-15.000000000000007,96.0,180.0,360.0,20.0,32.0,72.0,3.24,5.0,12.280000000000001
cr_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_imidazole-N-2-0_imidazole-N-2-0_5,2,0,1.0,1.0,346.2713999999998,785.9148000000004,1463.9504000000002,1961.3975999999996,1844.0,4948.0,8294.0,10304.0,55.0,120.0,210.0,300.0,330.0,900.0,1530.0,1980.0,22.323900000000016,59.707200000000036,101.58100000000002,134.66679999999997,57.35070000000001,122.05699999999999,173.88520000000003,125.26800000000003,210.0,458.0,514.0,108.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.451299999999999,8.0702,10.3058,5.335399999999999,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,9.2416,15.504,30.369600000000005,13.376000000000001,49.0,84.0,105.0,14.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5625,1.155,1.6949999999999998,0.5549999999999999,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,0.9800000000000004,2.17,1.6799999999999997,2.0,13.0,12.0,-2.0,0.0,2.0,-0.040000000000000036,0.74,0.76,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,2.7556,32.9344,50.795999999999985,96.24680000000002,576.0,1104.0,1728.0,2064.0,12.0,24.0,108.0,216.0,288.0,1.6129,5.6134,11.7348,17.322799999999994,-9.879999999999999,-10.68,-18.140000000000004,98.0,216.0,490.0,18.0,36.0,96.0,3.2,6.0,16.84
cr_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_misc-C-4-0_misc-C-4-0_5,2,0,1.0,1.0,305.1031999999999,667.8832000000003,1234.3998000000001,1544.4055999999987,1672.0,4344.0,6872.0,8296.0,49.0,104.0,182.0,236.0,286.0,744.0,1168.0,1456.0,19.739300000000014,51.70720000000002,84.595,108.80119999999994,36.766600000000004,64.668,82.173,33.660000000000004,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6721999999999997,1.7094,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,6.5024999999999995,7.752,6.5024999999999995,16.830000000000002,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,-0.4900000000000002,0.0,1.049999999999999,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.020000000000000018,0.0,1.2000000000000002,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,2.7556,31.3076,43.95679999999999,71.546,576.0,1056.0,1488.0,1632.0,10.0,18.0,96.0,168.0,240.0,1.6129,5.6642,9.7282,13.538199999999996,-8.9,-9.88,-13.220000000000004,100.0,178.0,364.0,20.0,32.0,68.0,3.16,5.04,12.200000000000001
cr_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_pyridine-N-3-0_pyridine-N-3-0_5,2,0,1.0,1.0,363.47819999999973,820.0568000000004,1515.2600000000002,2101.0999999999995,1892.0,5064.0,8426.0,10712.0,59.0,128.0,222.0,324.0,350.0,948.0,1590.0,2116.0,23.84430000000002,63.37120000000004,106.41260000000003,144.678,65.95410000000001,139.12800000000001,199.54,196.746,234.0,516.0,580.0,360.0,11.0,22.0,32.0,34.0,54.0,126.0,152.0,112.0,4.211499999999999,9.9022,12.721600000000002,10.290199999999999,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,9.2416,15.504,28.880000000000003,21.128,49.0,84.0,98.0,56.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1324999999999998,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,0.9800000000000004,2.66,2.17,2.0,14.0,13.0,-2.0,0.0,1.0,-0.040000000000000036,0.72,0.74,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,2.7556,32.9344,50.795999999999985,94.62000000000002,576.0,1104.0,1728.0,2016.0,12.0,24.0,108.0,216.0,288.0,1.6129,5.6134,11.7348,17.373599999999993,-9.88,-10.68,-17.160000000000004,98.0,216.0,492.0,18.0,36.0,96.0,3.2,6.0,16.8
