,ox_state,tot_lig_charge,misc-dent-ax,misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
co_3_thiocyanate-S-0-d1_thiocyanate-S-0-d1_misc-C-4-0_misc-C-4-0_thiocyanate-S-0-d1_misc-C-4-0_5,3,-3,1.0,1.0,181.03570000000002,337.85640000000006,554.0088000000001,594.2298000000001,2124.0,5004.0,6618.0,6534.0,28.0,54.0,90.0,90.0,144.0,324.0,378.0,456.0,14.652000000000006,33.76800000000001,51.034800000000004,57.41640000000001,29.583550000000002,46.665000000000006,48.929700000000004,16.830000000000002,232.5,240.0,172.0,18.0,4.5,7.0,8.0,3.0,15.0,26.0,14.0,3.0,2.1774,3.3726000000000003,2.6010999999999997,0.8547,29.583550000000002,46.665000000000006,48.9297,16.830000000000002,232.5,240.0,172.0,18.0,4.5,7.0,8.0,3.0,15.0,26.0,14.0,3.0,2.1774,3.3726000000000003,2.6010999999999997,0.8547,6.57945,7.1655,7.17285,8.415000000000001,146.0,69.0,74.0,9.0,1.0,1.0,1.5,1.0,2.0,2.5,1.5,0.81665,0.68145,0.6789499999999999,0.42735,6.57945,7.1655,7.17285,8.415000000000001,146.0,69.0,74.0,9.0,1.0,1.0,1.5,1.0,2.0,2.5,1.5,0.8166500000000001,0.68145,0.6789499999999999,0.42735,-0.22999999999999998,-0.22999999999999998,0.5249999999999995,4.5,4.5,7.5,-1.0,-1.5,0.0,0.135,0.135,0.6000000000000001,-0.22999999999999998,-0.22999999999999998,0.5249999999999995,4.5,4.5,7.5,-1.0,-1.5,0.0,0.135,0.135,0.6000000000000001,3.5343999999999998,28.9332,31.5276,31.5276,729.0,1782.0,1053.0,1053.0,6.0,6.0,72.0,72.0,90.0,1.5876000000000001,6.766200000000001,5.7456000000000005,5.7456000000000005,-4.11,-5.49,-5.49,96.0,123.0,123.0,24.0,24.0,21.0,2.19,3.0,3.0
co_3_water-O-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_water-O-0-0_cs-C-0-0_5,3,0,1.0,1.0,115.90660000000003,218.31760000000003,419.6577999999999,711.1031999999998,1577.0,2888.0,3776.0,3008.0,17.0,32.0,58.0,100.0,90.0,248.0,340.0,264.0,8.080999999999998,18.702399999999994,30.2694,37.1368,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,21.5136,30.272000000000002,9.680000000000001,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,11.833599999999999,15.136000000000001,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5328999999999999,0.5402,0.0,0.0,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,2.4799999999999995,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,3.5343999999999998,35.456799999999994,42.7888,0.0,729.0,1188.0,1080.0,0.0,10.0,0.0,96.0,60.0,0.0,1.5876000000000001,5.6196,6.299999999999999,0.0,-7.58,-3.9600000000000026,0.0,118.0,230.0,0.0,20.0,50.0,0.0,3.1000000000000005,7.6,0.0
cr_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_5,2,0,1.0,1.0,124.13340000000002,227.88800000000003,439.53520000000003,684.1920000000001,1812.0,4336.0,6284.0,2944.0,21.0,40.0,70.0,108.0,110.0,288.0,408.0,424.0,9.6689,24.637600000000003,40.69779999999997,45.332400000000014,28.016099999999998,39.983999999999995,39.952000000000005,0.0,102.0,120.0,34.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.3996,2.2638,1.3542,0.0,16.3364,22.704000000000004,9.680000000000001,0.0,258.0,64.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.3142,1.5096,0.2738,0.0,11.833599999999999,8.771999999999998,15.136000000000001,0.0,64.0,48.0,16.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5328999999999999,0.5621,0.5402,0.0,6.6564000000000005,11.352000000000002,0.0,0.0,256.0,32.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,0.8900000000000001,2.4799999999999995,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.040000000000000036,0.72,0.0,0.7599999999999998,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,2.7556,28.552,37.682,14.608,576.0,1920.0,480.0,96.0,10.0,4.0,96.0,84.0,24.0,1.6129,7.035800000000001,5.715,1.8796,-7.240000000000001,-6.1000000000000005,-2.160000000000001,64.0,220.0,92.0,20.0,46.0,20.0,2.08,8.200000000000001,3.6
cr_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_phosphine-P-0-0_SH2-S-0-0_phosphine-P-0-0_5,2,0,1.0,1.0,106.73340000000003,197.43600000000006,378.9282,756.8880000000001,2064.0,4948.0,8054.0,2196.0,21.0,40.0,78.0,140.0,118.0,336.0,520.0,464.0,9.938300000000002,26.4928,47.92639999999998,53.48720000000001,19.316100000000002,28.908000000000005,29.040000000000006,0.0,228.0,90.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.5343000000000002,2.3531999999999997,0.8213999999999999,0.0,16.3364,22.704000000000004,9.680000000000001,0.0,258.0,64.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.3142,1.5096,0.2738,0.0,4.7961,14.454,0.0,0.0,225.0,45.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.1236000000000002,1.1766,0.0,0.0,6.6564000000000005,11.352000000000002,0.0,0.0,256.0,32.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,-0.030000000000000693,0.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,2.0700000000000003,0.0,0.0,0.7599999999999998,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,2.7556,24.401999999999997,51.12800000000001,0.0,576.0,2256.0,336.0,0.0,14.0,0.0,120.0,84.0,0.0,1.6129,7.8740000000000006,6.5786,0.0,-4.740000000000001,-7.560000000000001,0.0,50.0,322.0,0.0,16.0,70.0,0.0,1.42,12.600000000000003,0.0
cr_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_misc-C-4-0_5,2,0,1.0,1.0,223.35520000000002,434.4430000000002,787.9678000000001,752.6169999999998,1320.0,3132.0,3926.0,4504.0,37.0,72.0,126.0,108.0,198.0,432.0,468.0,600.0,14.566900000000008,35.75120000000001,50.810200000000016,56.42320000000001,36.766600000000004,63.4185,80.1885,36.894000000000005,124.0,198.0,123.0,39.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.034800000000001,3.679,1.6871999999999998,36.766600000000004,62.169,78.20400000000002,40.12800000000001,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.6649999999999996,7.87205,7.752,7.12725,18.447000000000003,42.5,42.0,39.0,19.5,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5777,0.5775,0.5851999999999999,0.8435999999999999,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8324999999999999,0.0,0.2450000000000001,1.7849999999999993,0.0,0.5,16.5,-1.0,-3.0,0.0,0.0,-0.010000000000000009,1.1700000000000002,0.4900000000000002,0.4900000000000002,2.5199999999999996,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.020000000000000018,-0.020000000000000018,1.1400000000000001,2.7556,29.464999999999996,26.2114,25.398,576.0,984.0,888.0,864.0,6.0,6.0,72.0,72.0,144.0,1.6129,5.7404,5.8420000000000005,5.8674,-7.79,-5.829999999999999,-5.339999999999999,103.0,107.0,108.0,24.0,24.0,12.0,3.1,3.02,3.0
cr_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_thiocyanate-S-0-d1_5,2,-1,1.0,1.0,208.9891,398.5366000000002,720.7663999999999,706.4527999999997,1537.0,3684.0,4682.0,5046.0,34.0,66.0,114.0,102.0,180.0,396.0,438.0,552.0,14.603700000000005,35.09260000000002,50.59380000000002,56.738000000000014,29.583550000000002,45.415499999999994,46.945200000000014,20.064000000000004,232.5,234.0,175.0,21.0,4.5,7.0,8.0,3.0,15.0,26.0,14.0,3.0,2.1774,3.388,2.6079,0.8324999999999998,36.766600000000004,62.169,78.20400000000002,40.12800000000001,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.6649999999999996,7.949,7.1655,7.7976,10.032,152.5,69.0,77.0,10.5,1.0,1.0,1.5,1.0,2.0,2.5,1.5,0.80145,0.68145,0.67125,0.41624999999999995,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8324999999999999,0.26000000000000023,0.015000000000000124,1.2599999999999998,5.5,5.0,9.0,-1.0,-1.5,0.0,0.11499999999999999,0.125,0.5700000000000001,0.4900000000000002,0.4900000000000002,2.5199999999999996,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.020000000000000018,-0.020000000000000018,1.1400000000000001,2.7556,29.5148,25.398,26.2114,576.0,1224.0,864.0,888.0,6.0,6.0,72.0,72.0,126.0,1.6129,6.0579,5.8674,5.8420000000000005,-7.82,-5.339999999999999,-5.829999999999999,93.0,108.0,107.0,24.0,24.0,15.0,2.85,3.0,3.02
cr_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_5,2,0,1.0,1.0,208.1022,403.0018000000001,747.0459999999998,774.5299999999997,1262.0,3056.0,3708.0,3950.0,34.0,66.0,116.0,110.0,182.0,408.0,456.0,560.0,13.214600000000006,32.710600000000014,47.08640000000002,52.375000000000014,29.140100000000004,46.2205,43.942000000000014,20.064000000000004,95.0,112.0,64.0,21.0,4.5,7.0,8.0,3.0,15.0,26.0,14.0,3.0,1.48285,2.5653,1.9798,0.8324999999999998,36.766600000000004,62.169,78.20400000000002,40.12800000000001,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.6649999999999996,10.5376,11.444,3.876,10.032,56.5,29.0,21.0,10.5,1.5,0.5,1.5,2.5,3.0,2.0,1.5,0.5477,0.5588500000000001,0.28875,0.41624999999999995,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8324999999999999,1.4849999999999999,0.2450000000000001,1.2599999999999998,7.5,0.5,9.0,0.5,-1.5,0.0,0.35,-0.010000000000000009,0.5700000000000001,0.4900000000000002,0.4900000000000002,2.5199999999999996,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.020000000000000018,-0.020000000000000018,1.1400000000000001,2.7556,30.9424,28.469,21.165,576.0,1032.0,768.0,720.0,7.0,5.0,78.0,72.0,120.0,1.6129,5.6896,5.8293,4.8895,-8.68,-5.529999999999999,-4.449999999999999,101.0,136.0,90.0,23.0,30.0,10.0,3.14,4.3,2.5
cr_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_5,2,0,1.0,1.0,310.9176999999999,664.4478000000005,1186.6740000000002,1528.32,1650.0,4140.0,6180.0,7866.0,52.0,108.0,186.0,240.0,294.0,738.0,1080.0,1422.0,20.724400000000013,53.28720000000003,83.6994,111.08160000000001,65.95410000000001,139.12800000000001,199.54,196.746,234.0,516.0,580.0,360.0,11.0,22.0,32.0,34.0,54.0,126.0,152.0,112.0,4.211499999999999,9.9022,12.721600000000002,10.290199999999999,44.063475000000004,81.40875,108.53800000000001,79.2825,151.5,273.0,239.5,121.5,7.25,13.0,18.5,13.0,31.5,64.5,57.5,32.5,2.6721249999999994,5.5132,5.944750000000001,3.8212999999999995,9.2416,15.504,28.880000000000003,21.128,49.0,84.0,98.0,56.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1324999999999998,9.2416,9.69,13.034,20.33,49.0,52.5,56.0,29.75,1.25,1.75,3.0,1.75,4.5,7.0,4.75,0.5625,0.721875,0.860625,0.9074999999999999,0.9800000000000004,2.66,2.17,2.0,14.0,13.0,-2.0,0.0,1.0,-0.040000000000000036,0.72,0.74,0.6125000000000003,1.0325000000000002,2.4324999999999997,1.25,4.25,16.75,-1.25,-2.25,0.25,-0.025000000000000022,0.16499999999999998,1.04,2.7556,30.278399999999998,38.096999999999994,60.00899999999999,576.0,1008.0,1296.0,1440.0,9.0,15.0,90.0,144.0,216.0,1.6129,5.715,8.8011,11.620499999999998,-8.280000000000001,-8.009999999999998,-11.250000000000002,102.0,162.0,300.0,21.0,30.0,54.0,3.12,4.5,9.9
cr_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_water-O-0-0_water-O-0-0_5,2,0,1.0,1.0,177.5962,341.8638,647.5619999999999,819.1020000000001,1146.0,2832.0,3222.0,2802.0,28.0,54.0,96.0,114.0,150.0,360.0,438.0,480.0,10.510000000000003,26.669400000000007,39.81240000000001,44.382600000000004,21.5136,30.272000000000002,9.680000000000001,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,32.95335,54.19475,61.07300000000002,30.096000000000004,109.5,152.0,95.0,31.5,5.25,8.5,11.0,4.5,19.5,35.0,20.0,4.5,1.820925,3.3077500000000004,2.8327999999999998,1.2487499999999998,11.833599999999999,15.136000000000001,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5328999999999999,0.5402,0.0,0.0,9.8896,9.598,5.814,15.048,52.75,35.5,31.5,15.75,1.25,0.75,2.25,1.75,2.5,3.0,2.25,0.5550999999999999,0.568175,0.433125,0.6243749999999999,2.4799999999999995,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,0.9875,0.36750000000000016,1.8899999999999997,4.25,0.75,13.5,-0.25,-2.25,0.0,0.16499999999999998,-0.015000000000000013,0.8550000000000001,2.7556,32.2704,34.611000000000004,12.698999999999998,576.0,1080.0,576.0,432.0,9.0,3.0,90.0,72.0,72.0,1.6129,5.638800000000001,5.7531,2.9337,-9.48,-5.91,-2.67,99.0,192.0,54.0,21.0,42.0,6.0,3.18,6.900000000000001,1.5
cr_2_amine-N-0-d1_amine-N-0-d1_amine-N-0-d1_carbonyl-C-0-0_amine-N-0-d1_carbonyl-C-0-0_5,2,-4,1.0,1.0,115.11420000000003,199.39919999999998,367.92979999999994,702.9535999999999,980.0,2224.0,2492.0,1616.0,17.0,32.0,58.0,100.0,90.0,248.0,340.0,264.0,7.209699999999998,18.22,29.497799999999998,33.4452,18.3361,17.543999999999997,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,18.9216,26.752000000000002,9.680000000000001,0.0,51.0,28.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8363,1.1099999999999999,0.2738,0.0,6.5024999999999995,8.771999999999998,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,9.2416,13.376000000000001,0.0,0.0,49.0,14.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5625,0.5549999999999999,0.0,0.0,-0.8900000000000001,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,1.6799999999999997,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.76,0.0,0.0,2.7556,28.6516,40.6368,0.0,576.0,960.0,576.0,0.0,10.0,0.0,96.0,60.0,0.0,1.6129,5.7658,5.6134,0.0,-7.3,-7.880000000000002,0.0,104.0,216.0,0.0,20.0,50.0,0.0,3.08,8.280000000000001,0.0
cr_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_5,2,-3,1.0,1.0,179.0695,335.59679999999986,597.6036,973.9104,1227.0,2910.0,3420.0,3216.0,25.0,48.0,84.0,132.0,132.0,348.0,498.0,528.0,9.919299999999998,24.638399999999994,38.123999999999995,48.89880000000002,35.0097,50.22399999999999,34.8872,15.136000000000001,165.0,208.0,140.0,16.0,4.0,6.0,4.0,2.0,10.0,16.0,8.0,2.0,1.7955999999999999,2.7886000000000006,1.6355999999999997,0.5402,26.573625,42.652,30.501800000000003,3.7840000000000003,80.25,83.5,39.5,4.0,4.0,6.0,5.5,0.5,11.5,17.5,6.5,0.5,1.1787999999999998,1.9459,1.02495,0.13505,11.833599999999999,8.771999999999998,11.833599999999999,7.5680000000000005,64.0,48.0,64.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5328999999999999,0.5621,0.5328999999999999,0.2701,9.8896,17.241,2.9583999999999997,1.8920000000000001,52.75,27.75,16.0,2.0,2.5,0.25,0.25,7.0,7.25,0.5,0.25,0.5550999999999999,0.7648999999999999,0.13322499999999998,0.067525,0.8900000000000001,0.0,1.2399999999999998,2.0,0.0,7.0,-1.0,-1.0,0.0,-0.040000000000000036,0.0,0.36,2.1125,0.0,0.30999999999999994,14.0,0.0,1.75,4.25,-0.25,0.0,0.8450000000000001,0.0,0.09,2.7556,32.2704,45.56699999999999,17.1312,576.0,1080.0,648.0,576.0,12.0,3.0,108.0,90.0,36.0,1.6129,5.638800000000001,7.1628,2.7813,-9.48,-7.53,-5.34,99.0,261.0,48.0,18.0,57.0,12.0,3.18,9.600000000000001,1.62
cr_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_phosphine-P-0-0_carbonyl-C-0-0_phosphine-P-0-0_5,2,0,1.0,1.0,114.7322,176.3976,324.56139999999994,658.1616,1432.0,3156.0,4158.0,3540.0,17.0,32.0,62.0,100.0,94.0,256.0,340.0,256.0,9.184700000000001,22.411199999999997,37.11959999999999,44.252799999999986,19.316100000000002,28.908000000000005,29.040000000000006,0.0,228.0,90.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.5343000000000002,2.3531999999999997,0.8213999999999999,0.0,18.3361,17.543999999999997,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,4.7961,14.454,0.0,0.0,225.0,45.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.1236000000000002,1.1766,0.0,0.0,6.5024999999999995,8.771999999999998,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,-0.030000000000000693,0.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,2.0700000000000003,0.0,0.0,-0.8900000000000001,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,2.7556,24.2028,44.753600000000006,0.0,576.0,1296.0,912.0,0.0,10.0,0.0,96.0,60.0,0.0,1.6129,6.603999999999999,6.5278,0.0,-4.62,-10.360000000000003,0.0,90.0,202.0,0.0,20.0,50.0,0.0,2.42,7.560000000000001,0.0
cr_2_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_furan-O-0-0_furan-O-0-0_furan-O-0-0_5,2,-3,1.0,1.0,204.3232,422.6850000000002,892.4634000000001,975.1319999999996,2079.0,4968.0,7830.0,7170.0,31.0,66.0,120.0,150.0,186.0,486.0,744.0,774.0,14.909500000000007,37.36140000000002,64.7364,74.26859999999999,57.20360000000001,118.983,171.695,126.632,212.0,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.452099999999999,8.085,10.305,5.3206,21.790100000000002,29.74575,42.92375,31.658,269.75,114.0,128.0,27.5,3.0,4.5,6.5,5.5,11.0,25.5,30.5,12.5,1.5980999999999996,2.02125,2.57625,1.33015,11.833599999999999,17.543999999999997,32.68,15.136000000000001,64.0,96.0,112.0,16.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5328999999999999,1.1242,1.6644,0.5402,10.447600000000001,4.385999999999999,8.17,3.7840000000000003,232.75,24.0,28.0,4.0,0.5,1.0,0.5,1.0,3.0,4.0,1.0,0.8682999999999998,0.28105,0.4161,0.13505,1.7800000000000002,4.26,2.4799999999999995,4.0,18.0,14.0,-2.0,0.0,2.0,-0.08000000000000007,0.6399999999999999,0.72,0.44500000000000006,1.065,0.6199999999999999,1.0,4.5,3.5,-0.5,0.0,0.5,-0.020000000000000018,0.15999999999999998,0.18,2.7556,32.867999999999995,25.398,47.31,576.0,1800.0,864.0,1008.0,6.0,12.0,72.0,108.0,144.0,1.6129,6.553200000000001,5.8674,8.686799999999998,-9.84,-5.339999999999999,-8.58,69.0,108.0,246.0,24.0,18.0,48.0,2.46,3.0,8.4
cr_2_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_5,2,-3,1.0,1.0,204.76450000000003,427.9230000000001,860.73,951.4404,2073.0,4830.0,7440.0,7164.0,31.0,66.0,120.0,150.0,186.0,486.0,744.0,774.0,14.907100000000007,37.469400000000014,65.27279999999999,74.53019999999998,57.35070000000001,122.05699999999999,173.88520000000003,125.26800000000003,210.0,458.0,514.0,108.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.451299999999999,8.0702,10.3058,5.335399999999999,21.826875000000005,30.514249999999997,43.47130000000001,31.317000000000007,269.25,114.5,128.5,27.0,3.0,4.5,6.5,5.5,11.0,25.5,30.5,12.5,1.5978999999999997,2.01755,2.57645,1.3338499999999998,9.2416,15.504,30.369600000000005,13.376000000000001,49.0,84.0,105.0,14.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5625,1.155,1.6949999999999998,0.5549999999999999,9.799600000000002,3.876,7.592400000000001,3.3440000000000003,229.0,21.0,26.25,3.5,0.5,1.0,0.5,1.0,3.0,4.0,1.0,0.8756999999999999,0.28875,0.42374999999999996,0.13874999999999998,0.9800000000000004,2.17,1.6799999999999997,2.0,13.0,12.0,-2.0,0.0,2.0,-0.040000000000000036,0.74,0.76,0.2450000000000001,0.5425,0.41999999999999993,0.5,3.25,3.0,-0.5,0.0,0.5,-0.010000000000000009,0.185,0.19,2.7556,30.875999999999998,25.398,49.7502,576.0,1728.0,864.0,1080.0,6.0,12.0,72.0,108.0,144.0,1.6129,6.6293999999999995,5.8674,8.610599999999998,-8.64,-5.339999999999999,-10.050000000000002,72.0,108.0,243.0,24.0,18.0,48.0,2.4000000000000004,3.0,8.46
