,pbe_hfx_0,pbe_hfx_10,pbe_hfx_100,pbe_hfx_15,pbe_hfx_20,pbe_hfx_25,pbe_hfx_30,pbe_hfx_35,pbe_hfx_40,pbe_hfx_45,pbe_hfx_5,pbe_hfx_50,pbe_hfx_55,pbe_hfx_60,pbe_hfx_65,pbe_hfx_70,pbe_hfx_75,pbe_hfx_80,pbe_hfx_85,pbe_hfx_90,pbe_hfx_95,scan_hfx_0,scan_hfx_10,scan_hfx_100,scan_hfx_15,scan_hfx_20,scan_hfx_25,scan_hfx_30,scan_hfx_35,scan_hfx_40,scan_hfx_45,scan_hfx_5,scan_hfx_50,scan_hfx_55,scan_hfx_60,scan_hfx_65,scan_hfx_70,scan_hfx_75,scan_hfx_80,scan_hfx_85,scan_hfx_90,scan_hfx_95
mn/2/mn_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_6,,,,,,,,,,,,,,,,,,,,-104.46864673166785,-106.1960852729598,,,,,,,,,,,,,,,,,,-79.74285465826529,-85.62699335878825,,
co/3/co_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_ome2-O-0-0_imidazole-N-2-0_ome2-O-0-0_5,,-18.317677231066906,-109.01718551195687,-23.272073623915812,-28.60650559001975,-34.0272955197911,-39.30195213976939,-44.36808422853256,-49.18156908007109,-53.969970019140604,-14.117741696687213,-58.54170085990153,-63.95878351683627,-71.55013299965637,-77.27095453920523,-82.6944650449971,-87.81331870555357,-92.72507068352112,-97.14460651254777,-101.37266708211567,-105.32405977264266,-15.504029220130354,-24.822429475461284,-117.15646513217601,-29.850517562645184,-34.80620415514289,-39.72829825011328,-44.53698449177093,-49.21588997914635,-53.91329272381011,-58.75866077555585,-19.726795781397044,-64.8277967689598,-70.7603544650225,-76.60820003367462,-82.30369375323946,-87.81491442152152,-93.14792346280865,-98.2999040315453,-103.32377231514535,-108.07307852404008,-112.71949989593985
co/2/co_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_furan-O-0-0_4,-4.901679388496648,-12.509015545294664,-50.28791426304545,-15.972337418290003,-18.935355018112883,-22.26910672821731,-25.14961869098683,-27.844916894817764,-30.260672275722897,-32.551805243722804,-8.801274775693928,-34.57245353095156,-36.5775857701192,-38.4344411303024,-40.223172142655216,-41.922948032108344,-43.59644656579949,-45.074102561978215,-46.476490972534165,-47.8106131789193,-49.08081943729392,-9.150013737609047,-15.578032820236725,-53.770276811232286,-18.516548147493108,-21.32495771219542,-23.974596056941166,-26.649512355636112,-29.123195873796107,-31.45328548749313,-33.695025552599894,-12.414570156808303,-35.82109296168877,-37.927438500821324,-39.93118469199364,-41.85687009304648,-43.72454915817902,-45.530645692635986,-47.28662173449553,-48.98509578654229,-50.63016668480004,-52.19907618951705
fe/2/other/fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_5,-39.61798607141916,-46.296653886701144,-82.64428972427365,-49.36724820549217,-52.261040830323516,-54.99946781351618,-57.57625413200248,-60.0030343239465,-62.301927907884185,-64.46109294770213,-43.05193308603018,-66.50443926099398,-68.44758107725484,-70.29866041572147,-72.06591963893723,-73.75697519738208,-75.37881343157021,-76.93766165555604,-78.43904902352206,-79.88784589007143,-81.28833730020023,-33.96159154788265,-40.56155084821199,-90.98708673728909,-43.801212667183336,-46.98309877604405,-50.08973212962549,-53.195091747005776,-56.18305370494069,-59.11234682827955,-61.98958643128327,-37.27475271131137,-64.81663189305836,-67.59605324470282,-70.3312398587652,-73.02522283419229,-75.68155611580109,-78.30326814756698,-80.89339698689292,-83.45450946258885,-85.98908943503933,-88.4992790977246
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_SH2-S-0-0_SH2-S-0-0_5,-22.62512441735631,-31.450296655496174,-76.82397327786799,-35.48673607744093,-39.275608779833114,-42.86331732630766,-46.204707188942876,-49.34321631029561,-52.26754032859335,-55.01080485706142,-27.172987011770445,-57.59364147229818,-60.00276579402633,-62.27997228931309,-64.43618984551631,-66.46829364639666,-68.40207334939758,-70.24241166227249,-71.9971042780274,-73.67479286387153,-75.28143652696447,-21.07304957944331,-28.897544628358027,-84.97442646057314,-32.67475254006651,-36.35585105172119,-39.99125664099423,-43.51708401902996,-46.94244588530428,-50.27236585937587,-53.52949525847451,-25.03731460063489,-56.68467599617734,-59.766624832414124,-62.78076799300211,-65.73135413093918,-68.62315286287173,-71.46039051452733,-74.24787063333731,-76.98916087899752,-79.68854015417186,-82.34919584984085
cr/3/cr_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_cyanide-C-0-d1_carbonyl-C-0-0_cyanide-C-0-d1_4,-14.491761601962521,-17.483973474320614,,-18.880639890856695,-20.20648744743325,,,,,,-16.020541865092923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mn/2/mn_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_imidazole-N-2-0_imidazole-N-2-0_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.49034580235009,,-97.72137644314361,,,-104.71435482916885,,-104.8158706637466,,-110.3974581210509,,
fe/2/a_f/fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_fluoride-F-0-d1_fluoride-F-0-d1_5,,-69.31488325456293,-95.38388203588492,-71.22349110202252,-73.07362048609093,-74.86289003615343,-76.59306500767411,-78.21053185550865,-79.89720364191886,-81.43075212144367,-67.3439144108065,-82.9212442965603,-84.36150166863756,-85.75267864826675,-87.09498386015149,-88.38985100194591,-89.65092816388541,-90.86221153281653,-92.0417340762011,-93.18953158963889,-94.29872252408371,-57.38164439864639,-62.20382751445479,-104.36853083603019,-64.63096175613067,-67.06074604587154,-69.4509702426648,-71.91885954153967,-74.315699123648,-76.70440059535423,-79.08289866346442,-59.78508558013678,-81.45013687481514,-83.80178061885755,-86.14068647925387,-88.46389447370657,-90.77390795084328,-93.0696327054859,-95.35286796554568,-97.6234605890565,-99.88264605055535,-102.13070547652303
mn/3/mn_3_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_5,,-55.96413077469739,-101.56532243924184,-60.524622166936254,-64.77497731050741,-68.48170880661878,-71.35993750458769,-74.49812812782726,-77.47829878270447,-80.26278873575394,-51.19430409935569,-82.82811180738534,-85.3057300886773,-87.57603761266711,-89.82357905983154,-91.75316607596855,-93.63714952902825,-95.4080204638043,-97.07400472945476,-98.66076290284812,-100.13945943605938,-55.87319668198378,-63.763804516459295,-105.31525565308998,-67.4099406949239,-70.89182681672074,-74.17419640805176,-77.30055992495069,-80.26844772699555,-83.08613358637622,-85.34018777270963,-59.93011983994267,-87.46252283825922,-89.75136205112568,-91.91883018053475,-94.04837175004047,-95.47442352442516,-97.32391688162853,-99.04671103822494,-100.73455610395719,-102.31691171933906,-103.84201332048757
fe/2/a_f/fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_SH2-S-0-0_SH2-S-0-0_formaldehyde-O-1-0_SH2-S-0-0_5,-22.954131110296846,-33.4531497621332,-79.48648807242186,-37.8721198280088,,-45.92220792929336,-49.414837481964966,-51.61120295815167,-55.402972241417935,-58.319229642350045,-28.456857875477933,-61.004273867435366,-61.58991929876,-63.839142791550266,-67.67284125285848,-69.37964923171461,-70.52693074131228,,,-76.63710771954531,-78.02651348029781,,-31.204849092467978,-87.85370920157136,-35.236833780392956,-39.008904594775586,-42.46552572672503,-46.34439542766408,-49.907310842098774,-53.097191641544384,-56.092848141044705,-27.06807471121359,-57.87372086538989,-62.6272442585669,-65.47068734330658,-68.48234344521687,-71.39647636569937,-73.65602434635716,,-79.03386668400799,-82.56028784592901,-85.2761991425756
fe/3/fe_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_6,9.169699447848666,-2.923365464063793,,-8.091882746129844,-12.677351516117405,-16.676356987774856,-20.190809578811432,-23.387878833886884,,,2.8177697229742154,,,,,,,,,,,2.008553085282921,-10.234215515580717,-59.29910351479942,-15.160555101211033,-19.168048123899148,-22.53124688683448,-25.709360111051623,-28.864800537140624,-31.661099139571704,-34.3279799899907,-4.118615114887985,-36.80309947497208,-39.1437748181267,-41.42907757491531,-43.565638764533105,-45.87881047504957,-48.039918581501624,-50.18305475572635,-52.438082547218976,-54.66223602362143,-56.99335213444932
mn/3/mn_3_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_fluoride-F-0-d1_5,,-56.59055741671484,-101.48976738291529,-62.78158266670825,-68.39733320124954,-71.13884099105007,-71.41885079587031,-74.44878806054754,-77.29468295882077,-79.96948268090273,-51.792854959883094,-82.48849176104333,-84.86479188327255,-87.11010162741144,-89.23518428882242,-91.22052673468384,-93.1608274151408,-94.98236189801268,-96.71881810584468,-98.38055606071616,-99.96832594427131,,,-105.0532107892247,,,,,,,,,,,,-102.35717939168532,-104.72589087457334,-100.98363915400815,-98.86758078186962,-101.40260750190288,-103.01156746898012,-104.59776130758219
co/2/co_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_acetonitrile-N-1-0_4,-20.70070072352116,-24.871865435175334,-48.91387074207685,-26.59601968873478,-28.70209875965912,-30.495220026240155,-32.340796041706206,-34.227838851864824,-35.759634569471956,-37.402217334678944,-23.080603369352,-38.9327623587479,-39.74364071258643,-40.994164903602375,-42.22263015417324,-43.31897814583816,-44.35217902342338,-45.33291090961768,-46.25434319521201,-47.116424141937344,-48.074292713551394,-21.361302709319634,-25.297502761196167,-52.75308273592614,-27.191226948859107,-29.094926638907122,-31.005268761077414,-32.8275141921425,-34.561596821204176,-36.228981782849644,-37.799280734461775,-23.341525655743805,-39.27189584834627,-40.90741970420269,-42.48066813436771,-43.95500800826926,-45.41351650660988,-46.46354633613334,-47.74680605305929,-48.95582944839965,-50.255165530764636,-51.41757049908867
cr/3/cr_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_chloride-Cl-0-d1_chloride-Cl-0-d1_4,,,-72.44486391623954,-47.80674394826476,-50.17248015580363,-52.0796056360806,-54.233487324579265,-56.025327512411025,-57.68479748197897,-59.147113753124366,,-60.59202467046146,-62.03434050254862,-63.318839696158314,-64.80564457863866,-65.98590753800136,-67.15110512070164,-68.22468110351795,-69.24967189826303,-70.32733017632344,-71.38608163437827,,-56.57568053317325,-73.74466110469125,-58.39814384395974,-59.98834660525859,-61.44886650692436,-62.78088832678192,-63.983962490348944,-65.05018034163815,-66.07446279465051,-54.48497579836077,-66.93517372622289,-67.63646374574708,-68.54035728091759,-69.33743057561766,-70.13078745375297,-70.78163146447058,-71.39075877247143,-71.97590063956964,-72.56344999353715,-73.1553459542208
fe/3/fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_carbonyl-C-0-0_6,-8.428300062497124,-19.25975032402196,-106.17895690251869,-24.759860200885537,-30.292908005274246,-35.52460479441037,-41.03240067007525,-46.14085890218089,-51.325794905444724,-56.47429859829727,-13.848483559031296,-61.51590454800226,-66.7491946777859,-71.93544242380493,-76.66817557074653,-81.49276783592026,-85.78019532034125,-90.4097048055497,-94.55338101139623,-98.56545150659628,-102.43881750272567,-14.001063477120047,-23.98843207571648,-109.27026464116658,-28.865636021581718,-34.04000986196832,-38.84446644434559,-44.41754009197097,-49.356025042354325,-54.25797663903647,-59.10978582334218,-18.919326750630162,-63.81106987957911,-68.56385829056606,-73.32172142417367,-78.0527541455771,-82.92052641616388,-87.63591674665645,-92.20681026584111,-96.53821858537793,-100.85669934548139,-105.0978510722533
fe/2/other/fe_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_misc-C-4-0_5,-12.497236351712969,-22.44105632221396,-69.92962180997843,-26.81776814712316,-30.839679733930232,-34.604602080192684,-38.142888483419505,-41.46325556724714,-44.46695809124901,-47.29165453031319,-17.6824979582202,-49.93900573566665,-52.43853278373201,-54.79659980405406,-57.026523702306605,-59.13932228199078,-61.153209210703366,-63.06608647638119,-64.89222860466971,-66.64044305324015,-68.3175623500491,-7.58412640897776,-16.496767779072737,-75.42768615982988,-20.67309850566738,-24.682617316580217,-28.594925545256704,-32.32647255518166,-35.92102802963637,-39.44290195900931,-42.828648483021496,-12.266807057868677,-46.148707466327416,-49.34092548322117,-52.480243449413734,-55.53969445224583,-58.5397906576693,-61.47214103073784,-64.35626862759948,-67.18667787101272,-69.97481667725626,-72.71937839207976
fe/3/fe_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_pyridine-N-3-0_pyridine-N-3-0_6,,,,,,,,,,,,,,,,,,,,-83.80205822830031,,,,,,,,,,,,,,,,-51.27176729919878,,,,,,
mn/2/mn_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_6,2.1518711024389896,-15.720140323124888,-80.16328626376975,-23.5881739874916,-30.826988242370017,-36.311477243749394,-41.44798981586788,-45.91584416985796,-49.898677793558896,-53.41612447174637,-7.114567911359404,-57.14558200894795,-60.27681638667525,-62.960619899191094,-65.7078141756233,-68.05754581209773,-70.4124978975592,-72.51901767746182,-74.58620128459756,-76.5249589838259,-78.40036450182983,-12.969762477227254,-24.46919973851863,-79.54011643364177,-29.47560090141784,-34.00088029385536,-38.241897397828204,-42.063891170545475,-45.60002842868452,-48.78802912632165,-52.13854301857437,-18.993063097222947,-55.169931893686936,-58.04314855420992,-60.721621853050564,-63.36277686378698,-65.82638758787435,-68.24057805806967,-70.53671811226788,-72.96664721237576,-75.21010069794119,-77.39822862586028
co/2/co_2_ammonia-N-0-0_ammonia-N-0-0_SH2-S-0-0_SH2-S-0-0_ammonia-N-0-0_SH2-S-0-0_4,-7.7630549124794985,-17.336054504963776,-54.04211026510277,-20.7115110451777,-23.712354254926094,-26.7619770300923,-29.45634970046739,-32.09019697505074,-34.50163289249795,-36.817978266845664,-13.710589034247656,-38.96688852834471,-40.92781916684911,-42.75049834415592,-44.450489845875346,-46.021163928901764,-47.565103857273954,-48.915913620395514,-50.352431909061565,-51.54299326086834,-52.935757179707785,-14.569382642192151,-20.21509536591598,-57.59187132779456,-22.91281974328847,-25.71155104311696,-28.22827320858474,-30.734718008216753,-33.15009750835735,-35.51436985675171,-37.699279236871035,-17.585508665448653,-39.863376406745424,-41.912599570739864,-43.881956317834515,-45.780244462025095,-47.613046745454,-49.37074231158101,-51.04481269853482,-52.839535078916796,-54.47644044614617,-56.0657594735225
fe/2/other/fe_2_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_pyridine-N-3-0_pyridine-N-3-0_5,,-13.140984283766503,-66.2986537288008,-18.062827801262713,-22.895343666625067,-27.248715478617786,-31.279164290159024,-35.05976093578474,-38.54906011825147,-41.71453090766777,-10.80931858274072,-44.67521908545386,-47.46858065265542,-50.0442815898054,-52.47822435483292,-54.773482842117666,-56.9427818153984,-58.99919396921297,-60.95388618752744,-62.816532042787784,-64.59563283685864,-4.424341368827914,-12.127857904786357,-73.8624224498393,-16.88995447809786,-21.209898111148384,-25.29545642918896,-29.271249388191958,-33.11376507355081,-36.764606014195124,-40.299883594095704,-8.769168064509454,-43.726258219222665,-47.07924196020874,-50.328942839935564,-53.48017148157279,-56.565700365183964,-59.58602914045372,-62.54516504489685,-65.44403221171721,-68.29552715966962,-71.09924428138484
mn/2/mn_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_carbonyl-C-0-0_furan-O-0-0_carbonyl-C-0-0_6,-57.315455945546105,-67.2542584154212,-113.4513793664536,-71.48309894531586,-75.13746029663992,-78.5721473522686,-81.67333842493252,-84.52697063509258,-87.37577102283302,-90.1122957122066,-63.04337653062675,-92.68652539515807,-94.99639519337245,-97.2685930275698,-99.47922684826115,-101.65386230196533,-103.77096662708962,-105.81420274508801,-107.79782199426647,-109.73032665812137,-111.61608533534344,,-75.30667114101757,-117.14570173993454,-78.03127637961558,-80.52951860902898,-83.25159127262731,-85.90273081847269,-88.42544052303525,-90.77799510459364,-93.1767841599098,-71.248246165871,-95.52411369479216,-97.92757078156984,-100.11720346729138,-102.38803347788563,-104.48265146268626,-106.7649391884695,-108.82069157248739,-111.00100804964329,-113.0186308143924,-114.94991973365158
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_5,-14.422309115844504,-23.219145496978225,-69.2496987276274,-27.337582039503545,-31.188390803236867,-34.820330030928716,-38.15975387501071,-41.3625498681837,-44.290002500693795,-47.028098504211954,-18.987813396609685,-49.66950829160902,-52.05314662523287,-54.37317269616542,-56.54324887407015,-58.624098025366756,-60.58728626114272,-62.473789866281834,-64.27032435035858,-65.9982112346702,-67.65379546733224,-12.483755832716477,-20.37268795565893,-77.18927781807857,-24.235995814133453,-28.02266266551312,-31.750967848698853,-35.3033547197156,-38.74728642666788,-42.15669382219154,-45.408167093331315,-16.35610769485276,-48.606693862044196,-51.7189642041917,-54.762776060634025,-57.73957881087722,-60.66012743823159,-63.52412775751831,-66.34095037382501,-69.11095277844439,-71.84093638802837,-74.53212056066174
cr/3/cr_3_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_amine-N-0-d1_4,,-31.566929540942475,-62.983767304266266,-33.50676779025257,-35.42136909898534,-37.177010111939566,-38.9284637218623,-40.658093036417846,-42.36032635953142,-43.99155742220719,-29.606783059811097,-45.73373859748998,-47.43625464352,-49.04575867597783,-50.58654311982441,-52.60069433432681,-54.31895611796783,-56.122697850214514,-57.832099365825094,-59.500102949491726,-61.27819539648815,-39.045937162276985,-41.56851697613308,-62.63804372206407,-43.20801686688505,-44.653022712003576,-45.76346437922331,-46.898662501697395,-48.153892233349815,-49.2131414149224,-50.240968836100734,-40.500629602584354,-51.33700334396423,-52.41822144122256,-53.566011419780914,-54.82828986422719,-56.066018640987544,-57.200784596962094,-58.32057832199462,-59.415456084324475,-60.49832400857203,-61.60287714723879
mn/2/mn_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_cyanide-C-0-d1_6,,,,,,,,,,,,,,-83.33931591218773,-88.07140475459784,,,,,,,,,,,,,,,,,,,,,,,,-102.16713294583491,-99.96393488062496,,
mn/2/mn_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_acetonitrile-N-1-0_6,-51.07433376668206,-62.023285284611426,-117.11570898177031,-66.96146708514998,-71.58589857468085,-75.82639470844197,-79.79213275704701,-83.44202208279457,-86.78503891894843,-89.95798714352907,-56.6764532328813,-93.24643605052728,-96.10276972656423,-98.82209712838738,-101.43235549276831,-103.93754428863409,-106.33461899037074,-108.74999012466922,-110.88194610268924,-112.93339089328825,-114.92236775565168,-59.642918707078394,-68.18886577346292,-120.6128600031526,-72.1960817791116,-75.94566083992827,-79.46946884572978,-82.79339083831391,-86.04199625500432,-89.23352484426799,-92.3271561593929,-64.01521715548151,-95.17634215746614,-98.07358019317562,-100.93195488100419,-103.61169692484823,-106.20199066118008,-108.70117439839328,-111.0835453083642,-113.65918128546501,-115.94859844398863,-118.41022175423184
co/2/co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_hydroxyl-O-0-d1_4,7.14836027937589,1.2177330725056494,-29.298073104184013,-1.5815779975593973,-4.349029503339611,-7.035800593528364,-9.649640653226447,-12.149824890595584,-14.422610812360732,-16.478249341653456,4.124288156018806,-17.38493252119357,-18.997831088755213,-20.44794752086552,-21.63918797547722,-22.916037113415552,-24.127339060868238,-25.220960455457664,-26.32384376210874,-27.35632619428858,-28.347876867286136,4.526941666174395,-0.13963131264273626,-39.47899164742278,-2.6768770658038803,-5.160811401798315,-7.664502964468215,-10.245910700892331,-13.007998749639961,-15.423384804740449,-17.739720834753275,2.25224337088757,-19.924783836240287,-22.275897492881086,-24.47436082846442,-26.496049612204875,-28.520987456225903,-30.45951729133984,-32.30090665469413,-34.12286208064788,-35.81266178200052,-37.5485122344634
co/2/co_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_water-O-0-0_water-O-0-0_water-O-0-0_4,-13.424595946448035,-23.764472481341727,-58.190214296560534,-26.808509791193597,-29.742332971379188,-32.49093398711931,-35.14989387862384,-37.58488448014297,-39.774551650529425,-41.87704865117611,-20.597428490993387,-43.714007070811704,-45.49088069862206,-47.17387687552548,-48.78075354916535,-50.17161201270382,-51.466658343091616,-52.693494313880045,-54.33916311887628,-55.4232142032539,-57.05299903606314,-19.593821849929036,-25.68917944812097,-61.288157949467355,-28.434451751301165,-31.119368409921393,-33.66796418214391,-36.133451687328055,-38.441360663074036,-40.614345392623285,-42.67649000510833,-22.61545856669933,-44.71348836608891,-46.59555530108654,-48.472995616639714,-50.18803534985351,-51.94884326121674,-53.53193616077209,-55.071993828184866,-56.599558539050896,-58.29838272029519,-59.74594197554643
co/3/co_3_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_pyridine-N-3-0_5,,,,,,,-54.06529248129249,-64.33856709353151,,-81.00615022026582,,-87.62202256705835,-94.95551090378804,,,,,,,,,,-31.816464053547346,,-39.650602352761055,-48.949527171640156,,,,,,-23.723813786989826,,,,,,,,,,
cr/2/cr_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_pyridine-N-3-0_pyridine-N-3-0_5,,-79.59464390644446,-106.87309645641632,-81.63358299155489,-83.46627312099264,-85.36936894374311,-87.11194559233185,-88.62546134596126,-90.26745393221125,-91.85931032888793,,-93.354124428105,-94.8460655663903,-96.3986125309181,-97.76510445587343,-99.13439528249904,-100.5200211619138,-101.89799604825599,-103.08812151734529,-104.43299023732826,-105.71406105336752,,-84.67454966153569,-111.69335260149708,-86.38331049081224,-88.12193451656441,-89.69912474136923,-91.45581500733245,-92.87214423983137,-94.4854001313232,-96.02875120137548,-82.79987222947369,-97.55201620982895,-99.02998762368063,-100.5315607095177,-102.07436300892043,-103.48418091734098,-104.88052995351138,-106.26178706730093,-107.63271040367681,-108.99369769897702,-110.34667224166886
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_carboxyl-O-1-d1_ammonia-N-0-0_carboxyl-O-1-d1_5,-18.719218901201927,-27.340755272016086,-72.4167593195367,-31.263012846587575,-34.956314439800934,-38.48052008306389,-41.78884977149644,-44.85221724572378,-47.76426035718843,-50.487817314992334,-23.16627650764404,-53.07076562408039,-55.470120165750274,-57.744657986224986,-59.90023579206858,-61.946363626442285,-63.892952859933764,-65.74874928276897,-67.52231822317015,-69.22049427380213,-70.85015454239839,-16.374243681708997,-24.128529721634795,-80.5169212077243,-27.894173556360933,-31.581226134895847,-35.195263965877906,-38.73260974505884,-42.16777492196169,-45.5365223601387,-48.78142487567791,-20.321142748907015,-51.95512248775127,-55.05827570637425,-58.095925895240136,-61.070537733678414,-63.98820748776747,-66.85240191545081,-69.66811853002008,-72.43880883788681,-75.16842595983738,-77.860084268577
fe/2/other/fe_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_cs-C-0-0_5,-9.53333623131001,-19.357971899029952,-70.92202865159572,-24.575213893561617,-29.259207062808432,-33.63603001099549,-37.5313599458808,-41.173204695889645,-44.51523578832332,-47.53533549640911,-13.710581864341155,-50.34582568859116,-52.96219505365631,-55.44843118845706,-57.71970178732312,-59.919734409867395,-61.974770630773634,-63.94712223833952,-65.81068073486412,-67.58798059172895,-69.28928256921381,,,,,,-33.25172216708311,,-39.33552443594389,-41.81313331611471,,,,,,,,,,,,
fe/2/a_f/fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_pyridine-N-3-0_pyridine-N-3-0_5,-25.534925972952472,-34.58182173403776,-76.94664634597652,-38.49173709530885,-42.10742005329027,-45.42149205965679,-48.50649899969991,-51.3811487566276,-54.06647675089468,-56.57826472202583,-30.293237385231503,-58.94254186785982,-61.16735748138938,-63.26637817858022,-65.27777359103695,-67.16027805669484,-68.97756488532202,-70.69699562468251,-72.35279363675606,-73.94247801661147,-75.47204813029346,-23.51647618890898,-31.087714118809792,-85.13356527107203,-34.71587423819888,-38.248844493905125,-41.69584138725067,-45.02017771430945,-48.3338535087207,-51.505311090735105,-54.60626229798089,-27.35736921393621,-57.63752244636251,-60.606481251692706,-63.5129832460518,-66.3669794598034,-69.16841409146512,-71.92455904963013,-74.63747548894443,-77.31199681841845,-79.95070491807272,-82.55712806533788
co/2/co_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_cs-C-0-0_ome2-O-0-0_cs-C-0-0_4,-8.672991021755413,-15.951477472208136,-50.93986936785767,-19.239979792241805,-22.20634130964324,-25.335169531981943,-27.95680540710465,-30.379236081965722,-32.625740481741275,-34.70020292881732,-12.338429228576587,-36.61155747511526,-38.317165817837925,-39.99093018567169,-41.587993105006234,-43.13900524926047,-44.61646215825789,-46.08037360661524,-47.38703963369468,-48.62705538990413,-49.812767766133234,-12.090052300172674,-18.594533003548687,-54.69260031911524,-21.436885291426883,-24.060827317922318,-26.603051352383574,-28.84583454757154,-31.2099788826301,-33.41900215643927,-35.51065426287421,-15.51543841075274,-37.517528576158924,-39.470115750902366,-41.31873338475454,-43.12202862681142,-44.86490893546517,-46.5243379558668,-48.08537579441984,-49.95216187688992,-51.56483302406893,-53.14145208931652
co/2/co_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_amine-N-0-d1_4,-16.471932664870415,-18.679068337090698,-35.23701061249952,-19.716550405055365,-20.74221557621991,-21.703631383312352,-22.612107214116637,-23.68423213067541,-24.62495698357998,-25.6332757093971,-17.6059261156401,-26.596948835394326,-27.563374575702387,-28.510280932420585,-29.434173732400925,-30.333462160129336,-31.2077771529013,-32.0576391798398,-32.88413526622892,-33.6886517360052,-34.472704483639916,-10.95782670961538,-12.712875285288975,-33.64664310372238,-13.696604390153478,-14.753521627409414,-15.792292269338043,-16.965188978166253,-18.118730608292534,-19.310488181067576,-20.526483572543416,-11.807516906203315,-21.75147294912231,-22.979871116009363,-24.196934349859355,-25.419259701821073,-26.62251065868596,-27.817186937286557,-29.004141292218826,-30.17955305277924,-31.34600504723317,-32.50092945058572
