,pbe_hfx_0,pbe_hfx_10,pbe_hfx_100,pbe_hfx_15,pbe_hfx_20,pbe_hfx_25,pbe_hfx_30,pbe_hfx_35,pbe_hfx_40,pbe_hfx_45,pbe_hfx_5,pbe_hfx_50,pbe_hfx_55,pbe_hfx_60,pbe_hfx_65,pbe_hfx_70,pbe_hfx_75,pbe_hfx_80,pbe_hfx_85,pbe_hfx_90,pbe_hfx_95,scan_hfx_0,scan_hfx_10,scan_hfx_100,scan_hfx_15,scan_hfx_20,scan_hfx_25,scan_hfx_30,scan_hfx_35,scan_hfx_40,scan_hfx_45,scan_hfx_5,scan_hfx_50,scan_hfx_55,scan_hfx_60,scan_hfx_65,scan_hfx_70,scan_hfx_75,scan_hfx_80,scan_hfx_85,scan_hfx_90,scan_hfx_95
cr/3/cr_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_chloride-Cl-0-d1_chloride-Cl-0-d1_4_LS,-2956.572948100114,-2956.59027572231,-2957.378414000888,-2956.617067629041,-2956.6464026227495,-2956.6784330600904,-2956.711968324455,-2956.747930568411,-2956.7859098475574,-2956.8259694585586,-2956.5977052581197,-2956.867786190328,-2956.9113021336543,-2956.9566438367806,-2957.0034668814633,-2957.052249915681,-2957.1027238465563,-2957.154843960229,-2957.2085620773614,-2957.263692490698,-2957.3203264991307,,-2958.028969944649,-2957.137327418469,-2957.9706607606445,-2957.9136983810467,-2957.858033215459,-2957.803474872708,-2957.7500107983747,-2957.6976331001906,-2957.646171878886,-2958.0887243823377,-2957.5958032775757,-2957.546417034096,-2957.497641120635,-2957.449774815058,-2957.4026791535234,-2957.3565619541732,-2957.3112510998603,-2957.266704791051,-2957.222881107646,-2957.1797531019442
cr/3/cr_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_4_HS,-2188.0530318334013,-2188.076798238373,-2188.6270956086514,-2188.0920158510376,-2188.1093134668345,-2188.1286207755543,-2188.149870438144,-2188.1730066006135,-2188.197979803193,-2188.224745104511,-2188.063767515708,-2188.253261003414,-2188.2833957590087,-2188.3153547517277,-2188.348930984613,-2188.3840522722758,-2188.4208077517856,-2188.459080541597,-2188.498870841732,-2188.5401523753053,-2188.5829010059497,-2189.3298600366757,-2189.2205120148296,-2188.40380697221,-2189.1674732400147,-2189.1154643811433,-2189.0645796723898,-2189.0146431574994,-2188.965631973644,-2188.9175243141294,-2188.870298811574,-2189.274624152131,-2188.823855139817,-2188.7783698879066,-2188.7336775892063,-2188.6897866937397,-2188.6466831095854,-2188.604351469098,-2188.562776356401,-2188.521943358331,-2188.4818501760064,-2188.4424737327677
cr/3/cr_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_4_LS,-2188.031235141031,-2188.0482016463307,-2188.5725400353795,-2188.0608104321495,-2188.075850352563,-2188.093190615483,-2188.112652693968,-2188.134141427811,-2188.157578507235,-2188.182899031337,-2188.0382501542645,-2188.210046195281,-2188.2389692941115,-2188.269523795875,-2188.301960078983,-2188.335902996197,-2188.3715394505534,-2188.4087142292674,-2188.447431771552,-2188.48766119916,-2188.529373167658,-2189.2914062629293,-2189.1783476184114,-2188.35150774081,-2189.1239371921465,-2189.070768771377,-2189.018861027323,-2188.968024916133,-2188.9182287405138,-2188.8694320343757,-2188.82159960989,-2189.2341371511443,-2188.7746998993116,-2188.728618488415,-2188.683545593077,-2188.6392895095105,-2188.5958569351624,-2188.5532295554954,-2188.5113878061893,-2188.4703124913267,-2188.429985445061,-2188.390389330636
cr/3/cr_3_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_formaldehyde-O-1-0_formaldehyde-O-1-0_4_HS,-3236.631937640826,-3236.6651893659073,-3237.264980001942,-3236.684934461415,-3236.7065931845545,-3236.730074233472,-3236.7552965033447,-3236.7821903541235,-3236.810702030706,-3236.840778439032,-3236.6474753151124,-3236.872374456769,-3236.905450489025,-3236.9399718204136,-3236.9758006354564,-3237.0132237873936,-3237.051837874003,-3237.091931293393,-3237.1332877525674,-3237.1759178019374,-3237.219824642682,-3238.2147704178515,-3238.0927951100734,-3237.1531754039543,-3238.0334188897364,-3237.9750445500886,-3237.917641358076,-3237.8611614026972,-3237.805573604732,-3237.7508468969286,-3237.6969529569988,-3238.153226775382,-3237.64386608984,-3237.5915629388146,-3237.540022307665,-3237.489159587719,-3237.439135190487,-3237.389776573451,-3237.341114424582,-3237.2931308211655,-3237.2458288785683,-3237.199165230953
cr/3/cr_3_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_formaldehyde-O-1-0_formaldehyde-O-1-0_4_LS,,,,,,,,,,,,,,,,,,,,,,-3238.135862993669,-3238.008151802442,-3237.054916993565,-3237.946386931515,-3237.881165560804,-3237.826911982756,-3237.769165419478,-3237.712167507208,-3237.656359626986,-3237.601551328102,-3238.0712341465055,-3237.5476037028598,-3237.4946487885477,-3237.442592721232,-3237.3914494591577,-3237.3408638478963,-3237.2915216885062,-3237.242813700629,-3237.1947527282537,-3237.147430126186,-3237.100823928783
cr/3/cr_3_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_4_HS,-2269.80379328058,-2269.836323552938,-2270.2868745427927,-2269.854169112564,-2269.873014446724,-2269.8928231163522,-2269.913561041355,-2269.9351965293245,-2269.9577002941187,-2269.981045103399,-2269.8195175458145,-2270.0052054913094,-2270.030157500496,-2270.055878443261,-2270.082346677137,-2270.1095414225447,-2270.13741868778,-2270.166017593656,-2270.1952766972527,-2270.2251840370623,-2270.2557224062753,-2270.8243297184617,-2270.7541915307515,-2270.2039807984893,-2270.7199300232032,-2270.6861807384544,-2270.652926145311,-2270.620149039072,-2270.5878336867595,-2270.5559652618203,-2270.524529826301,-2270.788984635092,-2270.4935142523204,-2270.4629061330415,-2270.432693705102,-2270.4028650164682,-2270.3733894787483,-2270.344309756645,-2270.315575769685,-2270.2871845080663,-2270.2591274075507,-2270.2313957044835
cr/3/cr_3_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_4_LS,,-2269.759474329103,-2270.177168296301,-2269.7745590002346,-2269.790862289682,-2269.808366738842,-2269.8269133583444,-2269.846336873013,-2269.8662097133433,-2269.88763490179,,-2269.9099860885053,-2269.9332604336505,-2269.957320162086,-2269.982198347558,-2270.0078736238274,-2270.0343183516225,-2270.0615068410602,-2270.0894130090746,-2270.1180098576533,-2270.1472698922685,,-2270.660078588648,-2270.0930066760075,-2270.6238385084953,-2270.5883371074256,-2270.553393647296,-2270.519516473901,-2270.4858832942505,-2270.4530314798576,-2270.420598759668,-2270.6969150260693,-2270.388661061251,-2270.3571866973093,-2270.3261560286915,-2270.2955716374972,-2270.265425701261,-2270.2357092176103,-2270.206406821505,-2270.1774992947853,-2270.148971543286,-2270.1208112496524
cr/3/cr_3_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_cs-C-0-0_4_HS,-2220.8838005484517,-2220.9065757253825,-2221.2929965624085,-2220.9198520866216,-2220.934292650987,-2220.9498451287614,-2220.9664585260343,-2220.9840920718357,-2221.0027085530423,-2221.0222748384936,-2220.8945337759155,-2221.0427607615907,-2221.064138617652,-2221.0863827849025,-2221.109426824706,-2221.1333557055027,-2221.1580560939296,-2221.183552049813,-2221.20978240283,-2221.2367910263274,-2221.2645279577782,-2221.9038997065677,-2221.8254071412734,-2221.214755454677,-2221.7871383570514,-2221.7494666371476,-2221.7124035578636,-2221.675895130718,-2221.639925979511,-2221.6044781417986,-2221.5695349569714,-2221.8643152288305,-2221.5350810844984,-2221.501062004321,-2221.4675622120585,-2221.4344892841664,-2221.4018598558664,-2221.3696499813345,-2221.337859941168,-2221.3064747458516,-2221.2755055163734,-2221.244934767038
cr/3/cr_3_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_cs-C-0-0_4_LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_5_HS,-2362.3546785490794,-2362.3815138631335,-2362.870871751894,-2362.397637507749,-2362.415403770503,-2362.4347072727987,-2362.4554659814744,-2362.477604065466,-2362.5010602957555,-2362.525712253521,-2362.36714519611,-2362.551702406526,-2362.578808266095,-2362.607066822764,-2362.636404031932,-2362.666871720145,-2362.698363710032,-2362.730897949364,-2362.7644267446476,-2362.798949768733,-2362.8344338137417,-2363.4871445482,-2363.3981672594314,-2362.7266532048416,-2363.3551333576916,-2363.312969235793,-2363.2716355194657,-2363.2310139701567,-2363.191188308513,-2363.1520460463735,-2363.1135118685497,-2363.4421464083694,-2363.0756349178187,-2363.038328498359,-2363.001617280814,-2362.9654554231383,-2362.9298424692847,-2362.8947492602606,-2362.860163687068,-2362.826073357303,-2362.792464964343,-2362.759328814433
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_5_LS,-2362.3357575052332,-2362.3461001094397,-2362.7619294929405,-2362.355122486525,-2362.3664275348324,-2362.3798234688034,-2362.39515884977,-2362.4122893556255,-2362.431029545624,-2362.4514868145984,-2362.339574603019,-2362.4732954240158,-2362.4966777900404,-2362.5213182561124,-2362.5473075883865,-2362.5745051062777,-2362.602947765255,-2362.632530912086,-2362.66326622899,-2362.6950840476707,-2362.727991032274,-2363.467800884648,-2363.365541436067,-2362.604928000008,-2363.3162784356336,-2363.268125486596,-2363.221018512346,-2363.174829111613,-2363.129601876688,-2363.0852069733305,-2363.0415780837175,-2363.416014708477,-2362.998726937466,-2362.9565568619532,-2362.9151098536686,-2362.874290497508,-2362.8341080213627,-2362.7945249049685,-2362.755518751869,-2362.7170751312037,-2362.6791712248396,-2362.641794864591
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_5_HS,-2081.210527103285,-2081.2343849118834,-2081.7032091282567,-2081.249231581279,-2081.2657089935574,-2081.2838013317537,-2081.303319824918,-2081.3242079458073,-2081.3464145345943,-2081.3698345045755,-2081.221332503823,-2081.3945881563523,-2081.42044521884,-2081.44757654055,-2081.4757858577927,-2081.5051214469713,-2081.535528139636,-2081.5670181631067,-2081.599540929311,-2081.6330974588845,-2081.6676560041037,-2082.249696612721,-2082.1652871012393,-2081.527907652199,-2082.1243550366116,-2082.084173439005,-2082.0447969750207,-2082.0061250556773,-2081.9682270685776,-2081.930925696853,-2081.894267842909,-2082.207235985014,-2081.8581879092994,-2081.8227701387345,-2081.787880502521,-2081.7535757717856,-2081.71979561006,-2081.6865589620943,-2081.653831435216,-2081.621617196807,-2081.5898953697974,-2081.5586634555466
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_5_LS,-2081.174638358199,-2081.185554110486,-2081.5871272851728,-2081.1944220396913,-2081.2053433700744,-2081.218185659249,-2081.232831678995,-2081.2491057887755,-2081.267124479629,-2081.2866293250286,-2081.1789048290207,-2081.307543112781,-2081.3299402960174,-2081.353606947185,-2081.378667352726,-2081.4049373093485,-2081.4324385562954,-2081.4611085976444,-2081.490960208403,-2081.52192190639,-2081.5539896749187,-2082.219627338643,-2082.122802090198,-2081.399062568371,-2082.0760210381604,-2082.030232979457,-2081.985371847533,-2081.941371859317,-2081.8982744864034,-2081.855922118424,-2081.8143272731895,-2082.1706460448936,-2081.7734290602716,-2081.733286263114,-2081.6937560586234,-2081.654900866581,-2081.616636087629,-2081.578987325027,-2081.541903617569,-2081.5053911910036,-2081.469418636987,-2081.433982649582
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_SH2-S-0-0_5_HS,-2325.5399401779005,-2325.571681351428,-2326.0886770579805,-2325.59005625777,-2325.6099190153077,-2325.631265629568,-2325.6539358529626,-2325.6778926268717,-2325.7030816409165,-2325.729402916934,-2325.554927494303,-2325.7569640454562,-2325.785540465926,-2325.81529530147,-2325.8460399823,-2325.8778184100165,-2325.9105776968677,-2325.944330188093,-2325.9790253910696,-2326.014664866087,-2326.0512176672087,-2326.652880232596,-2326.5697803153034,-2325.9384956762597,-2326.529587263836,-2326.4901002774604,-2326.4513618260885,-2326.413330148556,-2326.3759004201397,-2326.339095405047,-2326.3029023912727,-2326.6108940150425,-2326.26725213716,-2326.2321571781945,-2326.197576562945,-2326.1635369693945,-2326.129979305303,-2326.0969205411566,-2326.064326855738,-2326.0322021881893,-2326.0005256449094,-2325.9692948522834
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_SH2-S-0-0_5_LS,,-2325.5278746941303,-2325.974234326074,-2325.539666786775,,,-2325.5866935589333,-2325.605807642249,-2325.6264655607724,-2325.648604910635,,-2325.6721982577824,-2325.6972401758253,-2325.7234692477477,-2325.750902381064,-2325.7795466922826,-2325.8093272737365,-2325.840214915397,-2325.8721743496376,-2325.905188763799,-2325.9392104940353,-2326.624536315224,-2326.5286057882536,-2325.809324189731,-2326.4822712692244,-2326.436912654352,-2326.3924779231183,-2326.348888088498,-2326.306138142359,-2326.264149443704,-2326.222897263907,-2326.575990030364,-2326.182347268486,-2326.142402481348,-2326.103207129609,-2326.064545152963,-2326.0264921416288,-2325.9889653101236,-2325.9520439715952,-2325.915617711857,-2325.879673477845,-2325.8442631020916
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_cs-C-0-0_5_HS,-2665.7373667055813,-2665.7706807506283,-2666.3195051564358,-2665.7900902371784,-2665.8111731655763,-2665.833809979471,-2665.8579156649816,-2665.88341298242,-2665.9102298641737,-2665.9382308202726,-2665.753053006069,-2665.967567915621,-2665.9980035598305,-2666.029585761277,-2666.062283103725,-2666.0960484395036,-2666.1308413134384,-2666.1666431683416,-2666.2034292924336,-2666.2411813154285,-2666.27987890297,-2666.990954221311,-2666.8975583642205,-2666.189214769809,-2666.8523560131316,-2666.80806206743,-2666.764615731983,-2666.721894148675,-2666.6800422806596,-2666.638792291539,-2666.598255273965,-2666.943726013577,-2666.5583626510465,-2666.5190387026337,-2666.480318467577,-2666.442141977879,-2666.404511886117,-2666.36740016045,-2666.3308098000257,-2666.294700872432,-2666.259077339493,-2666.2239161228295
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_cs-C-0-0_5_LS,-2665.7277150339924,-2665.742907687585,-2666.2136493125877,-2665.7545344518944,-2665.7685626989787,-2665.784790213205,-2665.8030431367883,-2665.823170635112,-2665.8449354785444,-2665.8684732938414,-2665.733891279292,-2665.893525725592,-2665.919929140382,-2665.9478020398924,-2665.976912442035,-2666.00732602964,-2666.038907486924,-2666.071681521629,-2666.1055666426073,-2666.140543149301,-2666.1765800759695,-2666.97857519351,-2666.8710111657565,-2666.070645470597,-2666.8192153378427,-2666.7686072250876,-2666.7190427137393,-2666.6705724418875,-2666.6230673852174,-2666.5763702654212,-2666.5305382453885,-2666.924095097772,-2666.4854684071265,-2666.4412063835775,-2666.3975891880655,-2666.3546669629604,-2666.3123580332926,-2666.270679331074,-2666.2295727120395,-2666.189043369406,-2666.1490514190486,-2666.1095948854972
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_ome2-O-0-0_5_HS,-2103.450135375448,-2103.477497172305,-2103.9811252764475,-2103.494005151145,-2103.51219669626,-2103.531977173895,-2103.5532439091094,-2103.5759276983563,-2103.5999042728895,-2103.625304395109,-2103.462809193145,-2103.6519409995753,-2103.6797578722153,-2103.7088264121826,-2103.739024965965,-2103.7703871865624,-2103.8028443987773,-2103.8364045274593,-2103.8710250438094,-2103.906701649254,-2103.943405051241,-2104.5175250145776,-2104.431851761268,-2103.789008335548,-2104.3904896744243,-2104.3499179080136,-2104.3101273295233,-2104.2710865286044,-2104.232807861802,-2104.1951597964194,-2104.158175094555,-2104.474217444961,-2104.121789112401,-2104.086061141295,-2104.050886886857,-2104.0163032726578,-2103.9822606850335,-2103.9487700866034,-2103.915801303451,-2103.8833549487604,-2103.851411670758,-2103.8199673264126
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_ome2-O-0-0_5_LS,-2103.4037218661833,-2103.4188773240194,-2103.8592016794373,-2103.4298397952234,-2103.442847934692,-2103.4577774263134,-2103.4745097034547,-2103.492880922908,-2103.512987943476,-2103.5345573666073,-2103.4101124694366,-2103.557665422111,-2103.582104145751,-2103.608014575946,-2103.6351794121806,-2103.6636344964227,-2103.6933052923205,-2103.7242064456686,-2103.7562622827563,-2103.7894687288267,-2103.8237861303505,-2104.47777216042,-2104.380609260212,-2103.6540645418727,-2104.333649498428,-2104.2876785536437,-2104.242619022331,-2104.1984835742614,-2104.1551361987076,-2104.1126329348263,-2104.070851429471,-2104.428625640302,-2104.0298338434645,-2103.9894783617005,-2103.949819301238,-2103.9107821838547,-2103.872387083576,-2103.8345816474957,-2103.797372467608,-2103.760725201443,-2103.7246373512376,-2103.6890861124125
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_water-O-0-0_5_HS,-1946.4269949273403,-1946.445110816945,-1946.8115429748898,-1946.4563406405994,-1946.4688930478137,-1946.4826953229874,-1946.4976842507835,-1946.5138071901854,-1946.530968299005,-1946.5492690094538,-1946.43529212981,-1946.568498823487,-1946.5888055000862,-1946.610016401954,-1946.63216787587,-1946.65521438923,-1946.6791613246478,-1946.7039665541326,-1946.7296280887585,-1946.7561186048686,-1946.7834300867896,-1947.336504270766,-1947.2610190214632,-1946.6827605177962,-1947.2243298219662,-1947.1883740692904,-1947.1529993777715,-1947.1182187938496,-1947.0840448280235,-1947.0503790702378,-1947.0172421468292,-1947.2983809777688,-1946.9845859573065,-1946.9524531559593,-1946.9207639598212,-1946.889544593841,-1946.8587570244952,-1946.8284076693992,-1946.7984733526855,-1946.76895294681,-1946.7398313375727,-1946.711104135682
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_water-O-0-0_5_LS,-1946.3867360637546,-1946.3920609030995,-1946.694167728418,-1946.3975910234647,-1946.4048492090565,-1946.4137234769644,-1946.4241136549224,-1946.4358808425204,-1946.4490951375528,-1946.463526855275,-1946.388395337085,-1946.4792324447212,-1946.4960386024186,-1946.5140638964572,-1946.5331229685864,-1946.553234021101,-1946.574342501318,-1946.5964569614914,-1946.6195116009835,-1946.6434998882899,-1946.668389701848,-1947.3021589909042,-1947.2148181291755,-1946.5525248779427,-1947.1725221942413,-1947.1310619711119,-1947.090381192378,-1947.0504424809103,-1947.0112258131994,-1946.9726521624157,-1946.9347159497825,-1947.2580091117152,-1946.8973609029247,-1946.860626871689,-1946.8244131323604,-1946.788752900827,-1946.7535893028219,-1946.7189319600732,-1946.6847453859373,-1946.6510285514328,-1946.6177585288713,-1946.5849292434355
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_5_HS,-1830.5803398232338,-1830.6007506602027,-1830.9758801856099,-1830.613284374788,-1830.6270550937284,-1830.642057980495,-1830.6580584386147,-1830.675170403171,-1830.6932383598735,-1830.7122010113062,-1830.5898485971193,-1830.73211999101,-1830.7528815121136,-1830.7745289717861,-1830.7969855563,-1830.820261751451,-1830.8443185890126,-1830.8691534632828,-1830.8947385245172,-1830.9210660955944,-1830.9481167047402,-1831.4116725273423,-1831.3452098259622,-1830.845183070748,-1831.3131883105953,-1831.2818629599394,-1831.2511674143075,-1831.2210015200887,-1831.1913255826257,-1831.1622057607642,-1831.133508258852,-1831.377860228792,-1831.10529735284,-1831.0775016356172,-1831.0501431897553,-1831.0231874894705,-1830.9966375978947,-1830.9704731812365,-1830.944690986799,-1830.9192776652715,-1830.8942277383148,-1830.8695315416967
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_5_LS,-1830.5573563933294,-1830.5637485686036,-1830.8655236827904,-1830.569719131836,-1830.5773531917584,-1830.586568210578,-1830.5972469540382,-1830.6092549344394,-1830.6226576948939,-1830.6372569093028,-1830.5595895675333,-1830.6529665313915,-1830.6699294801506,-1830.6878797401473,-1830.7068780855316,-1830.726838233979,-1830.7477665295823,-1830.7695950667237,-1830.7923171658583,-1830.8158911718326,-1830.840303437572,-1831.391778381071,-1831.3127438566207,-1830.7221740337175,-1831.2745657636456,-1831.2372059706925,-1831.2005689880718,-1831.1647420007514,-1831.1295778046228,-1831.0950247421297,-1831.061145683824,-1831.3517950923638,-1831.0278375971038,-1830.9950821576422,-1830.9628730851662,-1830.9311735441552,-1830.899969458572,-1830.8692409634393,-1830.83896987304,-1830.8091422683633,-1830.779741832315,-1830.7507569574902
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_5_HS,-2969.121421752373,-2969.1608771948045,-2969.7670462112246,-2969.183404309877,-2969.207627975136,-2969.233433552554,-2969.2607311694596,-2969.2894395534695,-2969.3194796800726,-2969.3507944917037,-2969.140178169711,-2969.3832557788596,-2969.4169969121604,-2969.4518131892582,-2969.487719512442,-2969.524653802493,-2969.5626605597204,-2969.601634095792,-2969.6415935631526,-2969.6824870909318,-2969.7243157053827,-2970.4962300665475,-2970.3980537157317,-2969.650802779524,-2970.350502143911,-2970.3038937453216,-2970.2581669151723,-2970.213189894888,-2970.1691264745855,-2970.125677533966,-2970.08298551178,-2970.446600862866,-2970.040943290532,-2969.999482222778,-2969.9586465734483,-2969.9183428112165,-2969.8786386094876,-2969.839429807641,-2969.800752294805,-2969.762552089421,-2969.724843773974,-2969.6875927121887
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_5_LS,-2969.124543090674,-2969.143477904695,-2969.665793818266,-2969.157276502884,-2969.173664751785,-2969.1924049209547,-2969.21330624534,-2969.2361913665422,-2969.260896281373,-2969.2872892270248,-2969.1324951849488,-2969.315181306978,-2969.3447090088816,-2969.3755174957987,-2969.4077359703147,-2969.4411560544027,-2969.475833725368,-2969.5116522010685,-2969.5485928871776,-2969.5866187901393,-2969.6256959392335,-2970.492713469914,-2970.379209956568,-2969.5368840433484,-2970.3246371079786,-2970.2713558034243,-2970.2192656497855,-2970.168270414931,-2970.118232765581,-2970.0692284206802,-2970.0210812949977,-2970.43519307275,-2969.9737119317974,-2969.927146598503,-2969.8813081802346,-2969.836133831851,-2969.791635961552,-2969.747726640556,-2969.704473225937,-2969.6617634614518,-2969.6196109452453,-2969.5779857326515
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_5_HS,-2339.1968051408558,-2339.218826152339,-2339.7335090990805,-2339.233838396906,-2339.25066692763,-2339.2695167211436,-2339.290158594728,-2339.3125969245966,-2339.3364250786485,-2339.3618965741853,-2339.2054477351767,-2339.3888210325495,-2339.4172013143984,-2339.4469831528463,-2339.478161643645,-2339.510711430796,-2339.5446057179292,-2339.579822384801,-2339.6163402910042,-2339.654139642989,-2339.693201791551,-2340.418307095167,-2340.3153572040655,-2339.530993137281,-2340.2649795152392,-2340.2156841444244,-2340.167343534863,-2340.11984151868,-2340.0732475964332,-2340.027375203512,-2339.9822724284936,-2340.3661699410045,-2339.937881502495,-2339.894246784822,-2339.8512876517684,-2339.809027011862,-2339.7674194341553,-2339.726468720033,-2339.6861495666726,-2339.6464563145346,-2339.607372302254,-2339.5688887507276
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_5_LS,-2339.1708793233906,-2339.1801956695103,-2339.6213479723915,-2339.1887292089773,-2339.199615306684,-2339.2127339175204,-2339.2279613818996,-2339.2451350596316,-2339.2643277237003,-2339.2852868056384,-2339.1741702545796,-2339.308050687857,-2339.332516517161,-2339.3585724290974,-2339.386321755723,-2339.4155576432922,-2339.4462879788434,-2339.478504367642,-2339.5121433792297,-2339.547181766889,-2339.58359262884,-2340.399303061703,-2340.282492651756,-2339.4073249118273,-2340.225974559302,-2340.170619704444,-2340.116360844773,-2340.063154043695,-2340.0109547985167,-2339.959688074194,-2339.909340926136,-2340.340242723048,-2339.859852815791,-2339.8112519629512,-2339.763437340492,-2339.7164178515636,-2339.6701514791107,-2339.624624646651,-2339.5798096575186,-2339.535691429931,-2339.492248094912,-2339.4494651129394
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_5_HS,-2125.689480655756,-2125.720560002009,-2126.2620975272366,-2125.7389571481567,-2125.7590632241895,-2125.7808090507187,-2125.8040622882263,-2125.8286864341726,-2125.854803978001,-2125.8822382722215,-2125.7040109303925,-2125.910903111645,-2125.9408765943713,-2125.9720293554255,-2126.004401395199,-2126.0379106450723,-2126.0725690084687,-2126.108328414201,-2126.145185941655,-2126.183108684262,-2126.2220871298296,-2126.788283503401,-2126.7017555224156,-2126.052892788917,-2126.6598789242744,-2126.618924505825,-2126.5787634519284,-2126.539355394066,-2126.5006941039787,-2126.462685190118,-2126.425344975748,-2126.744517641101,-2126.3886194232387,-2126.352544794153,-2126.3170437632475,-2126.2821380149794,-2126.2477868370515,-2126.2139950754795,-2126.1807373703764,-2126.1480113414736,-2126.1158000493615,-2126.0840979660993
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_5_LS,-2125.643212351206,-2125.66214498919,-2126.140594145861,-2125.6750461344513,-2125.6900137694784,-2125.7069197107285,-2125.725650532785,-2125.746034934929,-2125.7681825784134,-2125.791858520747,-2125.651479524037,-2125.8170221455966,-2125.8436021873154,-2125.871603129986,-2125.9009093472864,-2125.9315476355923,-2125.96341967036,-2125.996529478435,-2126.030820864598,-2126.066285240492,-2126.102880905121,-2126.7489206488663,-2126.65097103861,-2125.9183869546573,-2126.603619915106,-2126.557260895257,-2126.5118202489,-2126.46729769721,-2126.4236064775378,-2126.3807082115836,-2126.3385696148066,-2126.6993799845654,-2126.2971786836943,-2126.2564924675676,-2126.2164766589644,-2126.177126902301,-2126.1383999238265,-2126.100295495299,-2126.06278049916,-2126.0258503585424,-2125.9894814356185,-2125.9536660077983
