,pbe_hfx_0,pbe_hfx_10,pbe_hfx_100,pbe_hfx_15,pbe_hfx_20,pbe_hfx_25,pbe_hfx_30,pbe_hfx_35,pbe_hfx_40,pbe_hfx_45,pbe_hfx_5,pbe_hfx_50,pbe_hfx_55,pbe_hfx_60,pbe_hfx_65,pbe_hfx_70,pbe_hfx_75,pbe_hfx_80,pbe_hfx_85,pbe_hfx_90,pbe_hfx_95,scan_hfx_0,scan_hfx_10,scan_hfx_100,scan_hfx_15,scan_hfx_20,scan_hfx_25,scan_hfx_30,scan_hfx_35,scan_hfx_40,scan_hfx_45,scan_hfx_5,scan_hfx_50,scan_hfx_55,scan_hfx_60,scan_hfx_65,scan_hfx_70,scan_hfx_75,scan_hfx_80,scan_hfx_85,scan_hfx_90,scan_hfx_95
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_water-O-0-0_water-O-0-0_5_HS,-1890.1549108412557,-1890.1713273622452,-1890.5045861120748,-1890.1815335997512,-1890.1929539031837,-1890.2055238859405,-1890.21917810735,-1890.233817757992,-1890.2495302665316,-1890.2661752896101,-1890.162419257601,-1890.2837032344858,-1890.302162551161,-1890.3214582340431,-1890.341616090076,-1890.3625779129002,-1890.3843482426753,-1890.406893393277,-1890.4302081887727,-1890.4542692511106,-1890.4790675768859,-1891.013371252632,-1890.9418805883736,-1890.3906239858868,-1890.9071103512442,-1890.8729965656257,-1890.8394265230756,-1890.8064001362386,-1890.7738629308756,-1890.7418940895075,-1890.7103417609806,-1890.9772337406873,-1890.6792800753274,-1890.6486310899588,-1890.618420850353,-1890.5886118129704,-1890.5592092890954,-1890.530190986333,-1890.5015550232188,-1890.4732868517647,-1890.4453817727344,-1890.4178293569728
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_water-O-0-0_water-O-0-0_5_LS,-1890.1109023883848,-1890.1151628840698,-1890.38569031017,-1890.1199186112235,-1890.1262550972474,-1890.1340709867447,-1890.1432083580564,-1890.1537644518878,-1890.1655156747993,-1890.1784327310359,-1890.1121076949757,-1890.1924128187945,-1890.2075755968797,-1890.2236988487384,-1890.2408215860994,-1890.2588769181943,-1890.2778759138155,-1890.2977512493956,-1890.318497197161,-1890.3400800118263,-1890.3624866498865,-1890.9762959141808,-1890.8932454825836,-1890.2587346938174,-1890.852975723847,-1890.813470447828,-1890.7746710057338,-1890.7365690757488,-1890.6990897636683,-1890.662229070925,-1890.6259325419583,-1890.9343325703423,-1890.59020578122,-1890.55498938416,-1890.5202883203497,-1890.4860615955859,-1890.4523088958554,-1890.4189997912838,-1890.38613024534,-1890.353678540939,-1890.3216378219208,-1890.2899925618428
fe/2/a_f/fe_2_amine-N-0-d1_amine-N-0-d1_amine-N-0-d1_amine-N-0-d1_pyridine-N-3-0_pyridine-N-3-0_5_HS,,-1983.191445382747,-1983.5016448092194,-1983.1950067990142,-1983.2004869197208,-1983.2078984721693,-1983.2172398234397,-1983.2286674848563,-1983.2423242236293,-1983.2573680841008,-1983.1898269790263,-1983.2738776881886,-1983.2915484465605,-1983.3105321681214,-1983.330648906183,-1983.351900721524,-1983.3742542464786,-1983.3976794903779,-1983.4221510324555,-1983.4476472165745,-1983.4741499475883,,-1984.039678435085,-1983.362855409647,-1983.9944414746478,-1983.950288132935,-1983.9073174814353,-1983.8656721790412,-1983.8255383632966,-1983.786169063374,-1983.7475990340165,-1984.0863592995338,-1983.7097030693992,-1983.6724363839826,-1983.6358267585763,-1983.5997987469275,-1983.5643518927816,-1983.5294644418063,-1983.4951178936133,-1983.4612979131582,-1983.4279874650977,-1983.3951779729598
fe/2/a_f/fe_2_amine-N-0-d1_amine-N-0-d1_amine-N-0-d1_amine-N-0-d1_pyridine-N-3-0_pyridine-N-3-0_5_LS,-1983.173959869883,-1983.1549688998664,-1983.4331398280156,-1983.1514133711935,-1983.1514475258439,-1983.1544748398267,-1983.1602528147062,-1983.1686127315802,-1983.1793640365252,-1983.1922626601126,-1983.162450314869,-1983.207105857944,-1983.2236623723707,-1983.241795181469,-1983.2613817140066,-1983.2823268954533,-1983.304554103902,-1983.328006254452,-1983.3526314457904,-1983.3783866818724,-1983.4052339660836,,-1984.0020839974925,-1983.280535970742,,,-1983.8571975729826,-1983.8120029859483,,-1983.7256914942334,-1983.6842938846135,,-1983.6439391872561,-1983.604464560142,-1983.565830885391,-1983.5279358996086,-1983.4907578228183,-1983.4541362045868,-1983.4183108651584,-1983.3830531607157,-1983.3483395345975,-1983.314169533629
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_acetonitrile-N-1-0_acetonitrile-N-1-0_5_HS,-1754.442297775284,-1754.4641336294371,-1754.8208298475174,-1754.4767344190973,-1754.490381578673,-1754.5049851811627,-1754.520591965851,-1754.537088094828,-1754.554414900473,-1754.5726113189087,-1754.4526460927452,-1754.5915763644957,-1754.6113520908923,-1754.6318593982526,-1754.6531058255216,-1754.6750567269557,-1754.6977078129519,-1754.721032336022,-1754.745022366508,-1754.769659276678,-1754.7949331293332,-1755.2139131672902,-1755.1544549592566,-1754.6993598312622,-1755.1255699886528,-1755.0972215436589,-1755.0693609268426,-1755.0419670014687,-1755.0150137850005,-1754.9885268518397,-1754.9624281483289,-1755.1838741050356,-1754.9367463620215,-1754.9114381769155,-1754.8865104954193,-1754.8619407401668,-1754.8377264773248,-1754.8138532773773,-1754.7903160271687,-1754.76710448746,-1754.7442128473565,-1754.7216332077412
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_acetonitrile-N-1-0_acetonitrile-N-1-0_5_LS,-1754.4233537621726,-1754.4298874247888,-1754.71191274175,-1754.435687042765,-1754.4430203048466,-1754.4517851155865,-1754.461899521519,-1754.4732254629564,-1754.485847898342,-1754.499568377864,-1754.4257415671384,-1754.5143378236085,-1754.5301566160022,-1754.5469399715653,-1754.5646412331791,-1754.5832625500718,-1754.6027214178348,-1754.623017538799,-1754.6441036769186,-1754.6659671214459,-1754.6885753953595,-1755.197835379343,-1755.1247803437384,-1754.5777480102527,-1755.0894754752944,-1755.0549198798817,-1755.0210315180423,-1754.9878656705564,-1754.955330915073,-1754.9233809143398,-1754.8919913740042,-1755.1608828376998,-1754.861146837776,-1754.8308108075007,-1754.8009719041283,-1754.7716011067919,-1754.7426832313577,-1754.714197697139,-1754.6861295820233,-1754.6584636810865,-1754.6311862149666,-1754.6042849816452
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_formaldehyde-O-1-0_5_HS,-1660.0687271431293,-1660.0874559164606,-1660.397460512883,-1660.098542070527,-1660.1105480881438,-1660.1234362062116,-1660.137090416389,-1660.1515656743338,-1660.1667567911627,-1660.1826422470378,-1660.0773806629927,-1660.1991992338708,-1660.216404277236,-1660.2342360179823,-1660.2526749708445,-1660.271703666556,-1660.2913062318532,-1660.3114682275827,-1660.3321764118568,-1660.3534185879164,-1660.375183458752,-1660.7571230890708,-1660.7035877250369,-1660.2942104435774,-1660.6777204160494,-1660.6523793644196,-1660.6274654242543,-1660.6029526581422,-1660.5788212324621,-1660.5550524882847,-1660.531640054271,-1660.729946096143,-1660.5085626955474,-1660.4858116562878,-1660.463374594878,-1660.4412435565332,-1660.4194081985966,-1660.3978614278442,-1660.3765951831506,-1660.355603097177,-1660.3348786701044,-1660.3144162624856
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_formaldehyde-O-1-0_5_LS,-1660.034818766218,-1660.0405153556885,-1660.2803523082027,-1660.0454794505708,-1660.0517250452701,-1660.059181042289,-1660.0677762023674,-1660.0774492399396,-1660.0881422186249,-1660.099776696929,-1660.0369281317276,-1660.11236743291,-1660.1258222688316,-1660.1401022267635,-1660.1551730683443,-1660.1710016251513,-1660.187559570936,-1660.2048151491724,-1660.2227454479314,-1660.2413249397525,-1660.2605338647277,-1660.728238250219,-1660.66249440538,-1660.16412207529,-1660.6306313153418,-1660.599367310766,-1660.5687477028794,-1660.5386673489368,-1660.5091228534013,-1660.4800701506756,-1660.4515304060315,-1660.695017242158,-1660.4234499762024,-1660.395808519897,-1660.368588043051,-1660.3417712155303,-1660.3153418951924,-1660.289284642124,-1660.26358535123,-1660.2382309762831,-1660.2132094543063,-1660.1885099677195
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_misc-C-4-0_5_HS,-1678.2714612356071,-1678.2890436729028,-1678.6237621050611,-1678.301037902265,-1678.314088487799,-1678.3280710406289,-1678.3429257585935,-1678.3586067177791,-1678.3750338067146,-1678.3922198978478,-1678.2783793364922,-1678.4101059827121,-1678.4286952560667,-1678.4479412248975,-1678.4678378814071,-1678.4883562765174,-1678.5094865096942,-1678.5312081512916,-1678.5535101461783,-1678.5763772751852,-1678.5997986318014,-1678.9790099578515,-1678.9243449296464,-1678.5115178047974,-1678.8980123045549,-1678.872168691358,-1678.8468918187896,-1678.822019423467,-1678.797623244081,-1678.7735889154987,-1678.7499349084667,-1678.9512345016715,-1678.726643319895,-1678.7037148937402,-1678.6811207075966,-1678.658858773346,-1678.636915084344,-1678.615283718704,-1678.5939539755334,-1678.5729197363187,-1678.5521729715556,-1678.531707801889
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_misc-C-4-0_5_LS,-1678.250538364816,-1678.2561084756603,-1678.51476147192,-1678.2612794585411,-1678.2678949627298,-1678.27586681724,-1678.2851065356515,-1678.2955376809825,-1678.3070886461112,-1678.3196693399266,-1678.2524945510847,-1678.3332932255769,-1678.347842671037,-1678.3632680388039,-1678.3795876928266,-1678.3967019471886,-1678.4145925736582,-1678.4332380606443,-1678.4525988388052,-1678.472657068779,-1678.4933838912136,-1678.9631461772597,-1678.895333518863,-1678.3898375077458,-1678.862590464544,-1678.8305616105413,-1678.7992085147,-1678.7684904190467,-1678.738334131704,-1678.7088040069166,-1678.6798065116654,-1678.9288357768362,-1678.6513128190713,-1678.6233016030021,-1678.5957516327496,-1678.5686454625286,-1678.5419598426815,-1678.5156820486732,-1678.4897912553718,-1678.4642750898422,-1678.4391184943893,-1678.4143101009195
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ome2-O-0-0_5_HS,-1700.539691914733,-1700.563390602189,-1700.934956981841,-1700.5773457102605,-1700.5923116076715,-1700.6082672922653,-1700.6250971278998,-1700.6427437158536,-1700.6611763553542,-1700.6803645232023,-1700.5508261792106,-1700.7002813659924,-1700.7209000252867,-1700.7421989165043,-1700.7641568901258,-1700.7867559088322,-1700.8099789257083,-1700.8338106679053,-1700.8582369448477,-1700.883244708579,-1700.9088218233658,-1701.2779836470022,-1701.2232542811478,-1700.8059808029122,-1701.196709198723,-1701.1706555711753,-1701.1451161901969,-1701.1200089769231,-1701.0953152431948,-1701.0710187092673,-1701.0471046139344,-1701.2503296204902,-1701.0235579030336,-1701.0003656533145,-1700.9775164954601,-1700.9549996483545,-1700.9328056757292,-1700.9109257602595,-1700.8893519935204,-1700.8680770561036,-1700.8470942599663,-1700.8263974152837
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ome2-O-0-0_5_LS,-1700.5063855869946,-1700.517829488054,-1700.818266365596,-1700.525687765111,-1700.5348752089103,-1700.545329822634,-1700.5569832245392,-1700.5697747874078,-1700.5836465019659,-1700.5985233182191,-1700.511369901334,-1700.6144099009825,-1700.6312151926259,-1700.6489015848645,-1700.6674344900637,-1700.686778543026,-1700.706902962691,-1700.7277765672009,-1700.7493721811322,-1700.7716673828297,-1700.7946384357617,-1701.2505103036247,-1701.1833380344378,-1700.6763738210948,-1701.1507843043328,-1701.118870541922,-1701.0875915955066,-1701.0568953309378,-1701.0267258936587,-1700.997142496741,-1700.9680695571242,-1701.21656967765,-1700.9394797511657,-1700.9113542263476,-1700.8836745172196,-1700.856422864731,-1700.8295826732335,-1700.8031379733088,-1700.7770742963605,-1700.7513779232283,-1700.7260366095718,-1700.701038779583
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_5_HS,-2409.7819383589203,-2409.826687231922,-2410.3718205461564,-2409.8507133813823,-2409.8757267576043,-2409.9016660463135,-2409.9284689680203,-2409.956060126717,-2409.9844104895683,-2410.0134646637025,-2409.803730507643,-2410.043185194803,-2410.0735498915355,-2410.104522579842,-2410.1360820166187,-2410.1682052752108,-2410.200873257366,-2410.234068152195,-2410.267774153944,-2410.3019768114546,-2410.336662967796,-2410.7958471131737,-2410.73677120744,-2410.275598617898,-2410.708077621334,-2410.679868547258,-2410.652102503559,-2410.6247767481327,-2410.5978374237184,-2410.5712657747454,-2410.5450431301233,-2410.7660368329953,-2410.5191510832947,-2410.493573604883,-2410.468296569387,-2410.4433069610714,-2410.418593450409,-2410.394145687914,-2410.369954455933,-2410.3460113953697,-2410.3223089176254,-2410.298840103558
fe/2/a_f/fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_5_HS,-3150.182041054806,-3150.2390558317006,-3151.021729499467,-3150.2704845839976,-3150.3036664448996,-3150.338533368837,-3150.3750742262355,-3150.4130458149693,-3150.4524494181537,-3150.4931681224352,-3150.2095075850984,-3150.535298685394,-3150.5786591216247,-3150.6232731684536,-3150.6690905188048,-3150.716103569155,-3150.764268586067,-3150.813573705868,-3150.863989608655,-3150.915501271413,-3150.9680864527136,-3151.730756868081,-3151.6279134647875,-3150.8366584371543,-3151.5779709840804,-3151.5289195898476,-3151.480728901072,-3151.433321628962,-3151.3866235995447,-3151.3406935534463,-3151.2954017599327,-3151.6788484432227,-3151.250788501966,-3151.206791068352,-3151.1634184144295,-3151.12063379583,-3151.0784336031097,-3151.036795647805,-3150.995711610284,-3150.955165967383,-3150.9151493916424,-3150.875649923292
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_5_LS,-2409.745840429727,-2409.778177273588,-2410.2537117088323,-2409.796372459231,-2409.8158286312437,-2409.8364811610973,-2409.8582659162303,-2409.8811217231373,-2409.904989919228,-2409.9298149710007,-2409.761310530871,-2409.955523489335,-2409.9821254284675,-2410.0095257531893,-2410.0376860256997,-2410.066596551804,-2410.096198135981,-2410.126467729395,-2410.1573780557405,-2410.1889038837066,-2410.2210223567567,-2410.764858247647,-2410.693940494566,-2410.1446896681573,-2410.659439039729,-2410.6255310080587,-2410.5922047583404,-2410.5594158157123,-2410.527142955044,-2410.495360590943,-2410.464043889928,-2410.729070292545,-2410.433157978948,-2410.4027126843866,-2410.3726650620733,-2410.3429973499856,-2410.313693066323,-2410.28473666615,-2410.256113343612,-2410.227809261541,-2410.1998116288987,-2410.172108708553
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_furan-O-0-0_furan-O-0-0_5_HS,-1948.7859376599201,-1948.804893397525,-1949.2204620992516,-1948.818844833333,-1948.834114529665,-1948.8506354380079,-1948.8683788404676,-1948.887209912232,-1948.9071348079424,-1948.9280884839654,-1948.7924403753123,-1948.9500705629434,-1948.9730278035117,-1948.9969502699632,-1949.0218055695966,-1949.0475797179304,-1949.0742486245697,-1949.1017975902425,-1949.130207985914,-1949.1594654382961,-1949.189554635262,-1949.7073778400074,-1949.6337617901947,-1949.0690851171753,-1949.597807070775,-1949.5625435011968,-1949.527948511946,-1949.493937203077,-1949.4604645823333,-1949.4275526022905,-1949.3951425428684,-1949.6705210615544,-1949.3632383538065,-1949.3318177248204,-1949.3008740878765,-1949.2703900298002,-1949.2403576872916,-1949.2107645962867,-1949.1816024903744,-1949.1528614314298,-1949.124533555902,-1949.0966105356265
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_furan-O-0-0_furan-O-0-0_5_LS,-1948.7447274219355,-1948.7557239503865,-1949.1023565032738,-1948.763806066718,-1948.7735035403161,-1948.784749709714,-1948.7974751230645,-1948.8116170828503,-1948.8270738966553,-1948.8439022329821,-1948.7493335604124,-1948.8619623032523,-1948.8812147785814,-1948.901624783639,-1948.9231476841883,-1948.9457582898588,-1948.9694094199085,-1948.9940790493931,-1949.0197318070543,-1949.04634585108,-1949.0738943638685,-1949.6774714660878,-1949.5912846687079,-1948.9379995248544,-1949.549453020397,-1949.5084158628647,-1949.4681413459275,-1949.4285453159155,-1949.3897257567219,-1949.3515728002055,-1949.3140568143315,-1949.6339453372673,-1949.277158539032,-1949.240857611826,-1949.205134083476,-1949.1699680143236,-1949.1353407764716,-1949.1012348193303,-1949.0676342491017,-1949.0345240626766,-1949.0018899987454,-1948.9697193212162
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_pyridine-N-3-0_pyridine-N-3-0_5_HS,-1985.2934274429936,-1985.3230648711958,-1985.799202747238,-1985.3400164764341,-1985.3583424706205,-1985.377940487488,-1985.398770854782,-1985.4207497047414,-1985.4439003296968,-1985.4681280502048,-1985.3075047058837,-1985.4934273024537,-1985.5197495881093,-1985.5470776967313,-1985.5753810346862,-1985.6046409086591,-1985.6348342825645,-1985.665943746994,-1985.6979507832705,-1985.730839718707,-1985.764595029639,-1986.265315719284,-1986.1914565281572,-1985.6306162901553,-1986.155590626009,-1986.1204221826715,-1986.0859211593581,-1986.0520154113806,-1986.018697788178,-1985.985931561872,-1985.9537157619125,-1986.2279995826361,-1985.92201012973,-1985.8908137430835,-1985.8601024795398,-1985.8298693346917,-1985.8000974815404,-1985.77077874729,-1985.741900367119,-1985.7134541973446,-1985.685430055372,-1985.6578202307292
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_pyridine-N-3-0_pyridine-N-3-0_5_LS,-1985.2711855910093,-1985.2854290667417,-1985.6858490539205,-1985.2955519756579,-1985.3074909701643,-1985.3211507293124,-1985.3364310711945,-1985.3532520653878,-1985.3714958228738,-1985.3912150609099,-1985.2772598208135,-1985.4122417579317,-1985.4345253814647,-1985.4580768584453,-1985.4827924453111,-1985.5086480537675,-1985.5356081843788,-1985.563636909412,-1985.592703656565,-1985.6227773237981,-1985.6538344212202,-1986.245131897896,-1986.1578059857497,-1985.5044469133377,-1986.1155693060498,-1986.0742120313355,-1986.033689742202,-1985.993960044279,-1985.9549464877716,-1985.9167140948418,-1985.879160968072,-1986.2009738521647,-1985.842259852136,-1985.805987911915,-1985.7703228719886,-1985.7352422855104,-1985.700724617768,-1985.6667506669892,-1985.6333016795043,-1985.6003622309183,-1985.5679154903496,-1985.5359485132724
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_SH2-S-0-0_SH2-S-0-0_5_HS,-2287.5686136912605,-2287.611453200168,-2288.137657875041,-2287.634497150229,-2287.6585038617072,-2287.683471405721,-2287.7092392412114,-2287.7358048776027,-2287.7630817998443,-2287.7910598087205,-2287.589476982532,-2287.819696210372,-2287.848966772942,-2287.8788471700786,-2287.90931578372,-2287.940353284899,-2287.9719423077922,-2288.0040671712295,-2288.036713637764,-2288.0698687093754,-2288.1035204568366,-2288.5396033285,-2288.481124087075,-2288.028417839401,-2288.452736822839,-2288.424854446132,-2288.397524496038,-2288.3706071862116,-2288.3440858748622,-2288.317938308292,-2288.292151193031,-2288.510077113167,-2288.266704566623,-2288.241584147543,-2288.216777456739,-2288.192272409668,-2288.1680587162064,-2288.1441267625955,-2288.120467998984,-2288.0970745795453,-2288.073939363144,-2288.0510557931775
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_SH2-S-0-0_SH2-S-0-0_5_LS,-2287.5325582332234,-2287.5613339243396,-2288.0152309882906,-2287.577945393876,-2287.595914147807,-2287.6151643100034,-2287.635607297783,-2287.6571713977473,-2287.6797881095094,-2287.703394444786,-2287.546174038651,-2287.727914831185,-2287.7533462068714,-2287.779597641722,-2287.8066301013705,-2287.8344292365646,-2287.8629365830143,-2287.892128678455,-2287.921978862202,-2287.9524603648515,-2287.983551760727,-2288.5060212610247,-2288.4350728836207,-2287.8930023689286,-2288.400666250879,-2288.36691766586,-2288.3337943238153,-2288.3012582461665,-2288.2692782690983,-2288.2378241332613,-2288.2068464479858,-2288.470177582482,-2288.1763717172194,-2288.1463398963333,-2288.1167298590262,-2288.087522750092,-2288.0587006785317,-2288.0302472955054,-2288.002146396213,-2287.9743844493973,-2287.9469474950524,-2287.9198238971408
